PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,1/30/2023,1,1,1000097859,Right,T_A,1000049656,Left,T_B,1,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.63312,-2.497551,-2.078683,2174.01114,210.710904,1:00,6.03489,1.63572,5.42483,-17.81221,19.05568,10.49764,2.20822,0.5627,79.74356,-5.882842,-0.211774,0.437014,,,,,,,,,,,,-5.92052,10.76938,-1.45868,50,5.80125,4.17492,-128.23355,-6.14166,-9.69734,30.55695,-14.53469,86.24991,,8.88956,,,,1000052068,Left,55.06995,-129.43604,15.27848,6.03169,-5.56969,-7.26735,-1.63048,4.55654,-4.84867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,1/30/2023,1,2,1000097859,Right,T_A,1000049656,Left,T_B,1,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,83.76393,-3.42317,-3.495161,1737.166276,226.597573,1:30,5.91181,1.76795,5.28753,-26.0395,15.0717,14.46217,0.51756,-0.31302,76.58031,-8.222801,-0.93151,0.461479,,,,,,,,,,,,-8.30831,8.94993,-1.46041,50,5.58037,6.7948,-121.14017,-8.13173,-12.30322,24.43153,-18.92068,81.67753,,7.18362,,,,1000052068,Left,55.21183,-122.18678,12.21576,5.91136,-7.3212,-9.46034,-1.76278,7.32184,-6.15161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,1/30/2023,1,3,1000097859,Right,T_A,1000049656,Left,T_B,1,Top,0,1,1,1-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,89.64238,-1.703561,-1.521586,2237.601698,216.464401,1:15,6.04328,1.63627,5.55171,-20.07387,15.38123,10.47717,2.77759,1.08723,81.45876,-5.47356,0.347085,0.428559,84.35862,78.663579,-78.645569,,,,,,57.69673,,,-5.76941,8.64331,-1.51186,50,5.88291,2.99181,-130.00329,-4.53026,-9.80552,29.01191,-17.48415,87.95156,129.69904,8.18362,,,,1000052068,Left,54.94646,-131.10251,14.50595,6.042,-3.86781,-8.74207,-1.63226,3.36333,-4.90276,167.854683,6.31911,4.78716,-1.31937,0.4781,-0.14164,0.05026,-0.01701,0.00359,-0.00031,1.82441,121.30974,-38.92526,7.13871,-1.79437,0.41662,-0.08126,0.01055,-0.00064,-0.71835,-23.84473,4.29224,-1.02424,0.2426,-0.05598,0.01018,-0.00118,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,v3
4,1/30/2023,1,4,1000097859,Right,T_A,1000049656,Left,T_B,1,Top,0,1,2,1-2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,84.15541,-1.078803,-2.643936,1639.270876,246.714993,2:15,5.81706,1.78505,5.41995,-33.84498,6.69831,12.32355,1.98491,0.33362,76.54196,-7.302936,-0.451244,0.45828,,,,,,,,,,,,-7.0802,4.0654,-1.5593,50,5.69764,5.1241,-121.97233,-3.47637,-10.56437,26.1286,-26.10806,82.24762,,7.61345,,,,1000052068,Left,55.0797,-123.05568,13.0643,5.81934,-2.39387,-13.05403,-1.78084,5.56212,-5.28219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,1/30/2023,1,5,1000097859,Right,T_A,1000049656,Left,T_B,1,Top,0,1,2,1-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,79.08204,-0.818246,-2.700574,2501.742966,114.392345,9:45,5.69975,1.6637,4.74911,-44.43715,2.5563,-2.1937,1.21969,-1.08231,72.40441,-8.820474,-3.086032,0.49339,,,,,,,,,,,,0.2837,1.91307,-1.39005,50,5.57823,5.49362,-114.5133,-3.268,0.37428,22.41077,-29.65003,76.39487,,6.67763,,,,1000052068,Left,55.74988,-115.6331,11.20538,5.70451,-1.78647,-14.82502,-1.66408,5.47491,0.18714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,1/30/2023,2,1,1000097859,Right,T_A,1000069979,Right,T_B,1,Top,1,0,0,0-0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,78.06993,-0.105081,-1.929814,2487.464912,50.66578,7:45,5.74082,1.70639,4.96367,-51.62617,-3.43579,-6.27744,1.33932,-0.64049,70.99774,-9.43178,-3.03873,0.499634,,,,,,,,,,,,2.49307,-1.21602,-1.51415,50,5.68818,4.06721,-113.06924,-2.05946,3.17549,23.7164,-33.72291,75.44017,,7.07219,,,,1000052068,Left,55.53521,-114.22435,11.8582,5.74849,-0.41697,-16.86145,-1.70847,3.91255,1.58774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,1/30/2023,2,2,1000097859,Right,T_A,1000069979,Right,T_B,1,Top,1,0,1,0-1,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,75.98656,0.857682,-1.740012,2483.817802,61.527502,8:00,5.79896,1.75198,4.7124,-56.17696,-5.01831,-12.46564,1.93198,-0.93873,69.34941,-9.23508,-3.930503,0.514791,,,,,,,,,,,,5.56973,-2.22606,-1.56415,50,5.83548,3.85814,-110.06559,-0.39064,6.74989,21.73854,-34.87181,73.21893,,6.63715,,,,1000052068,Left,55.78727,-111.20274,10.86927,5.80821,1.4335,-17.43591,-1.75673,3.50506,3.37494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,1/30/2023,2,3,1000097859,Right,T_A,1000069979,Right,T_B,1,Top,1,0,2,0-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.17493,-2.862329,-4.625374,2236.494211,200.216962,12:45,6.09133,1.09504,5.45546,-17.36032,19.23052,6.57217,1.95421,-2.69653,80.19499,-6.160881,-3.461613,0.435369,,,,,,,,,,,,-4.80418,10.99532,-0.69099,50,5.82658,10.10963,-128.65059,-6.97991,-7.91918,30.7846,-14.04942,86.5758,,8.97993,,,,1000052068,Left,55.03952,-129.85089,15.3923,6.08805,-6.43212,-7.02471,-1.09118,10.4184,-3.95959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,1/30/2023,2,4,1000097859,Right,T_A,1000069979,Right,T_B,1,Top,1,1,2,1-2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,77.43415,0.690148,-1.21214,2523.653084,38.588077,7:15,5.69604,1.67523,4.89874,-54.89267,-6.38363,-6.32591,1.77458,0.00143,71.14,-9.185616,-2.328784,0.501283,,,,,,,,,,,,2.78721,-2.94764,-1.55092,50,5.71705,2.63426,-112.33667,-0.63396,3.5465,21.15886,-35.9247,75.19197,,6.29415,,,,1000052068,Left,55.60241,-113.38699,10.57943,5.70426,1.14933,-17.96235,-1.67732,2.45822,1.77325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,1/30/2023,3,1,1000097859,Right,T_A,1000079407,Left,T_B,1,Top,2,0,0,0-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,88.0391,-2.588394,-2.607854,2326.76983,194.583276,12:30,6.10235,1.47924,5.44278,-16.83422,20.50489,4.97288,2.27177,-0.54984,79.28528,-5.800264,-1.724093,0.439798,83.43407,-12.587015,68.05749,,,,,12.57307,3.70762,55.944391,0.089822,-3.36988,11.58674,-1.25221,50,5.86231,5.58344,-127.36418,-6.2665,-5.44513,30.13845,-13.45196,85.70395,2.40067,8.75382,3.02333,2.40067,0.44412,1000052068,Left,55.05432,-128.55463,15.06923,6.09934,-5.73515,-6.72598,-1.477,5.79851,-2.72257,,3.02188,44.72804,,,,,,,,2.40154,-26.72705,,,,,,,,0.44052,111.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
