PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,1/24/2023,1,1,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,93.70885,-1.100622,3.942927,2310.493642,126.757601,10:15,5.43749,-2.45713,5.4516,-18.60698,13.9567,-17.233,2.85397,-0.19613,85.17081,-4.590049,0.883994,0.410713,75.8564,54.912783,78.153141,4975.423357,,,,,69.00576,,,9.83957,7.66575,2.12111,50,5.32765,-8.55118,-135.71658,-3.26838,18.29123,30.6192,-17.92384,91.77325,76.0157,8.53804,1.55386,2.86497,0.19826,1000187898,Right,55.0478,-136.85068,15.3096,5.43642,-2.6045,-8.96192,2.45039,-9.22866,9.14561,,1.55386,13.12897,-10.5482,2.79088,-0.53752,-0.13137,0.28889,-0.18388,0.04462,2.86497,91.0382,-27.89968,3.57295,-0.76109,0.12313,0.00695,-0.0178,0.00505,0.19826,62.5903,-4.19624,0.43914,-0.0695,0.11069,-0.13325,0.07933,-0.01901,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
2,1/24/2023,1,2,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.82139,-1.757493,5.1405,1614.556314,73.99509,8:30,5.22856,-2.72393,4.94965,-42.9642,-3.88874,-18.34344,-0.01973,0.61794,78.99942,-9.491803,1.912829,0.449908,,,,,,,,,,,,10.70327,-1.01858,2.24013,50,5.02162,-10.44163,-125.35182,-5.58489,16.84693,27.88322,-33.77727,83.77816,,7.82197,,,,1000187898,Right,55.55089,-126.58054,13.94161,5.23493,-4.09644,-16.88864,2.71661,-11.18402,8.42346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,1/24/2023,1,3,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,1,1,1-1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,94.58565,-2.758458,5.80536,2219.791457,133.771334,10:30,5.37939,-2.39288,5.22139,-17.24682,15.40595,-14.86249,1.33331,1.84545,85.52806,-5.993168,3.190911,0.411274,,,,,,,,,,,,9.09201,8.83394,1.86692,50,5.11097,-13.11764,-136.30318,-7.21082,16.97691,32.04757,-15.67905,91.64795,,9.05759,,,,1000187898,Right,55.27492,-137.53783,16.02379,5.37714,-6.60678,-7.83952,2.38488,-13.77168,8.48846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,1/24/2023,1,4,1000051614,Left,T_A,691273,Right,T_B,1,Top,0,2,1,2-1,Slider,Curveball,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,83.21764,0.180301,2.17095,2651.234788,322.548471,4:45,5.2813,-2.67987,4.48492,-50.77105,-7.97808,7.17437,1.22234,-0.01201,76.2265,-8.874578,3.426617,0.470823,89.98856,18.612994,-17.375838,1769.370584,104.01662,29.91462,-35.78429,278.54125,267.72934,-22.012089,3.240287,-2.88118,-3.63898,2.44417,50,5.25078,-4.89449,-120.57273,-1.69392,-4.21352,24.8815,-37.49582,80.05647,34.02303,6.99115,2.81649,1.47107,0.07951,1000187898,Right,56.01651,-121.80797,12.44075,5.28867,0.16756,-18.74791,2.68197,-4.68531,-2.10676,150.597277,2.81652,119.37269,-22.80852,5.43445,-1.06915,0.14269,-0.00473,-0.00213,0.0003,1.471,42.12514,-13.65013,-0.20311,0.14664,0.02215,-0.02717,0.00765,-0.00074,0.07944,-37.34924,1.19666,0.5712,-0.30529,0.09457,-0.02117,0.00304,-0.0002,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
5,1/24/2023,2,1,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,84.10109,2.95784,0.139681,2358.123258,327.846803,5:00,5.41924,-2.68494,4.43567,-45.1068,-3.44799,2.96327,4.48434,-2.30476,76.95265,-5.129885,0.657148,0.464542,,,,,,,,,,,,-1.37791,-1.95284,2.66714,50,5.68915,-0.44094,-121.82339,4.38892,-2.08015,22.91279,-35.12215,81.13899,,7.14844,,,,1000187898,Right,56.0621,-122.95827,11.4564,5.42868,6.12854,-17.56107,2.68643,-0.33791,-1.04008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,1/24/2023,2,2,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,1,0,1-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,94.02211,-1.654727,5.365591,2206.713126,100.643282,9:15,5.36531,-2.40775,5.40503,-27.46836,4.74004,-20.02651,1.51858,0.96558,86.46047,-6.676851,1.820943,0.408466,,,,,,,,,,,,11.43134,3.11,1.94305,50,5.19802,-11.83291,-136.03124,-5.03573,21.58529,27.68028,-26.30158,92.27802,,7.56164,,,,1000187898,Right,55.09613,-137.06431,13.84014,5.36764,-4.05412,-13.15079,2.3997,-12.63849,10.79264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,1/24/2023,2,3,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,1,1,1-1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,94.20843,-1.235526,6.011167,2241.491867,113.208618,9:45,5.38502,-2.36851,5.49645,-25.8612,6.34087,-12.40717,2.06766,2.24103,86.17169,-5.986117,3.818539,0.408426,,,,,,,,,,,,8.01422,3.80469,1.84997,50,5.25876,-13.77737,-136.11694,-3.93864,15.05709,29.4794,-25.02577,92.2871,,8.03674,,,,1000187898,Right,55.00513,-137.19664,14.7397,5.38623,-3.02206,-12.51289,2.36467,-14.32884,7.52855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,1/24/2023,2,4,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,2,1,2-1,Fastball,Sinker,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,93.47515,-2.288199,4.672709,2281.435402,106.680403,9:30,5.43989,-2.3213,5.37335,-26.43356,6.52107,-18.05383,1.08353,0.56477,85.1365,-7.143485,1.473658,0.413171,59.91444,-13.845089,-148.583538,,,,,1.88853,1.88853,-96.863133,0.0364,10.50052,4.24961,1.91531,50,5.2154,-10.21161,-135.16117,-6.4419,19.33525,30.72634,-24.349,91.22726,0.76655,8.33865,2.42861,0.76655,-0.25377,1000187898,Right,55.12707,-136.32173,15.36317,5.44135,-5.52221,-12.1745,2.3148,-10.94192,9.66762,180,2.42924,-72.91982,,,,,,,,0.76673,-21.0589,,,,,,,,-0.25339,-44.53921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
9,1/24/2023,2,5,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,2,2,2-2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,88.57471,-1.789034,3.37812,1541.648218,78.199076,8:30,5.21088,-2.63594,4.88,-40.37538,-2.78276,-19.7443,0.15009,-1.0814,80.37666,-9.069484,-0.103501,0.441289,,,,,,,,,,,,10.86154,-0.45173,2.3216,50,5.00055,-6.63584,-128.10973,-5.67044,17.79784,29.92625,-32.91426,85.41449,,8.19805,,,,1000187898,Right,55.62006,-129.4159,14.96313,5.2167,-4.23384,-16.45713,2.62819,-7.41265,8.89892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,1/24/2023,2,6,1000051614,Left,T_A,1000058463,Right,T_B,1,Top,1,3,2,3-2,Slider,Slider,BallCalled,Walk,Undefined,,Undefined,0,0,83.57965,2.190849,0.689623,2535.023057,307.44376,4:15,5.42616,-2.59268,4.59886,-46.40888,-4.68351,7.69591,3.64353,-1.29546,76.96264,-6.131813,2.038129,0.464913,,,,,,,,,,,,-3.56788,-2.4548,2.51405,50,5.60885,-1.81382,-121.25315,2.74201,-5.35073,22.07704,-35.85552,81.07423,,6.61701,,,,1000187898,Right,55.90185,-122.323,11.03852,5.43387,4.47957,-17.92776,2.59566,-1.55453,-2.67537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
