PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,10/30/2022,1,1,10023185,Right,T_B,8886045,Left,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,84.54415,-1.116782,-2.059725,1508.875311,243.898849,2:15,5.66101,1.4731,5.91769,-29.39958,10.10237,17.77592,2.17384,1.0421,76.6174,-6.610355,1.133815,0.452356,,,,,,,,,,,,-9.71989,5.94126,-1.318,50,5.55498,3.68779,-122.62343,-3.32224,-14.61677,27.04255,-23.23956,83.32468,,7.92674,,,,1000073611,Right,54.57977,-123.62929,13.52127,5.66248,-2.45783,-11.61978,-1.46528,4.23147,-7.30839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,10/30/2022,1,2,10023185,Right,T_B,8886045,Left,T_A,1,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,80.07112,-1.970549,-3.880566,1825.342897,224.919791,1:30,5.46145,1.33854,6.35203,-31.72809,11.16418,9.7906,0.99877,-1.42293,73.7022,-7.890731,-2.111801,0.471369,,,,,,,,,,,,-6.18177,6.76689,-1.06118,50,5.30322,7.53539,-116.13174,-4.88727,-8.45729,21.38389,-22.91627,79.96376,,6.36891,,,,1000073611,Right,54.1474,-116.89292,10.69195,5.46266,-4.07154,-11.45813,-1.33477,7.83644,-4.22865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,10/30/2022,1,3,10023185,Right,T_B,8886045,Left,T_A,1,Top,0,1,1,1-1,ChangeUp,Changeup,InPlay,Undefined,FlyBall,FlyBall,HomeRun,0,1,80.13377,-1.412636,-2.692056,1929.245218,228.331417,1:30,5.48666,1.46537,6.25626,-30.43706,12.53989,12.54036,1.64592,0.02616,73.47861,-7.112909,-0.426531,0.471834,101.09868,26.767304,13.986852,2898.345422,106.98186,52.46783,25.59046,400.51933,396.81924,15.892796,5.151134,-7.34292,7.31737,-1.27178,50,5.36669,5.03327,-116.364,-3.72209,-10.05115,22.1773,-22.15788,79.88497,82.14374,6.65516,3.68218,1.93503,-0.03843,1000073611,Right,54.24396,-117.17005,11.08865,5.48734,-2.91675,-11.07894,-1.46136,5.39859,-5.02557,177.150923,3.68481,128.41024,-24.86221,5.57059,-0.88273,0.07265,0.00061,-0.0004,1.00E-05,1.93518,66.77123,-13.99395,-0.36408,0.33767,-0.12807,0.03363,-0.0047,0.00026,-0.03825,31.99176,-6.94992,2.27889,-0.49001,0.06398,-0.00389,0,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
4,10/30/2022,2,1,10023185,Right,T_B,691273,Right,T_A,1,Top,0,0,0,0-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,87.60957,-1.157652,-4.960941,2018.677916,230.492831,1:45,5.70527,1.14325,6.00621,-23.83068,13.11552,14.27135,2.64265,-2.27524,78.97264,-5.655673,-2.407255,0.437478,,,,,,,,,,,,-8.8554,7.49244,-0.76011,50,5.60108,10.39193,-126.64748,-3.3002,-14.18842,29.12611,-20.16938,86.15846,,8.63693,,,,1000073611,Right,54.48989,-127.67588,14.56305,5.70503,-2.58805,-10.08469,-1.13587,10.8929,-7.09421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,10/30/2022,2,2,10023185,Right,T_B,691273,Right,T_A,1,Top,0,1,0,1-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,87.45566,-2.71254,-3.667337,1954.35542,227.348172,1:30,5.66301,1.04125,5.96695,-23.96379,13.04642,12.71914,1.14399,-1.30373,79.22353,-7.211457,-1.385404,0.437857,,,,,,,,,,,,-7.68241,7.9365,-0.75736,50,5.43427,7.58742,-126.5564,-6.75316,-12.30804,28.76137,-19.45893,86.08393,,8.23212,,,,1000073611,Right,54.53056,-127.58186,14.38069,5.66268,-6.05936,-9.72947,-1.03571,8.02625,-6.15402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,10/30/2022,2,3,10023185,Right,T_B,691273,Right,T_A,1,Top,0,2,0,2-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,87.79106,-0.293505,-3.752926,2000.101912,224.843351,1:30,5.63074,1.08062,5.95312,-22.61505,14.25056,12.81359,3.47337,-1.33709,78.83344,-4.5851,-1.457217,0.437001,,,,,,,,,,,,-7.74272,7.78418,-0.78882,50,5.59488,7.78652,-127.06912,-1.33827,-12.44549,30.14155,-19.66188,86.25258,,8.95761,,,,1000073611,Right,54.54196,-128.14197,15.07077,5.63006,-0.63843,-9.83094,-1.07386,8.2295,-6.22275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,10/30/2022,2,4,10023185,Right,T_B,691273,Right,T_A,1,Top,0,3,0,3-0,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,86.24533,-2.680788,-3.157242,1833.890128,231.418772,1:45,5.69873,0.95437,6.08414,-25.95218,11.98438,13.28642,1.05039,-0.86224,78.02837,-7.553184,-0.765588,0.443303,,,,,,,,,,,,-7.87122,7.44504,-0.71736,50,5.47773,6.3555,-124.87188,-6.64692,-12.24243,28.6542,-20.59453,85.02642,,8.21695,,,,1000073611,Right,54.41323,-125.88051,14.3271,5.69894,-5.922,-10.29726,-0.94866,6.78643,-6.12121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,10/30/2022,3,1,10023185,Right,T_B,1000055244,Left,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,84.77655,-0.805012,-2.472694,1789.683228,239.656551,2:00,5.57539,1.54605,5.9367,-28.97269,10.52772,15.47961,2.41345,0.54068,76.32063,-6.24249,0.307525,0.452348,62.18296,-31.405515,29.011549,,,,,6.2405,6.2405,13.550726,0.052848,-8.79843,6.0767,-1.35762,50,5.49496,4.68781,-122.87884,-2.63317,-13.19783,28.6456,-23.05886,83.32629,2.52331,8.45592,2.45243,2.52331,-0.54223,1000073611,Right,54.56106,-123.93755,14.3228,5.57653,-1.78093,-11.52943,-1.5399,5.17559,-6.59892,,2.44973,68.39094,,,,,,,,2.52519,-47.74614,,,,,,,,-0.54373,37.92774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
9,10/30/2022,4,1,10023185,Right,T_B,1000058463,Right,T_A,1,Top,1,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.30036,-3.894024,-4.396606,1911.284843,213.284941,1:00,5.64059,1.30661,6.15267,-18.90875,19.07466,11.59048,0.45086,-1.79767,77.95139,-7.506705,-2.314208,0.443576,,,,,,,,,,,,-7.42489,11.53363,-0.97776,50,5.33371,9.12544,-124.63453,-9.01149,-11.50469,28.53764,-14.3029,84.97397,,8.34896,,,,1000073611,Right,54.34479,-125.62542,14.26882,5.63799,-8.51487,-7.15145,-1.30155,9.52491,-5.75235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,10/30/2022,4,2,10023185,Right,T_B,1000058463,Right,T_A,1,Top,1,1,0,1-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,87.63483,-2.167068,-4.646419,1948.500835,228.966665,1:45,5.60253,1.34799,5.93905,-23.16848,13.97335,14.44816,1.65393,-1.76777,78.85187,-6.541594,-2.061526,0.438635,,,,,,,,,,,,-8.86308,8.26615,-0.98461,50,5.41625,9.67414,-126.61756,-5.51739,-14.14853,29.8728,-18.97837,85.93129,,8.78296,,,,1000073611,Right,54.55637,-127.68802,14.9364,5.60178,-4.83732,-9.48919,-1.34035,10.18113,-7.07427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65559,1.520116,0.626586,0.89353,-1.01066,1.37042,1.85263,-2.81402,5.90986,-0.8763,65.24727,2.66067,-59.53216,-2.79202,80.02858,-4.33649,5.92507,6.94828,-11.85847,-0.97611,-74.94406,10.49776,High,High,High,,,High,High,High,v3
