PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,11/13/2022,1,1,1000013430,Right,T_A,8886045,Left,T_B,1,Top,0,0,0,0-0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,77.76647,-2.053651,-2.125654,1357.478617,228.917205,1:45,6.15358,1.07048,5.24583,-38.34931,9.45126,8.94508,1.02571,-0.18262,71.04774,-9.059485,-0.537314,0.497609,,,,,,,,,,,,-5.17744,5.79272,-0.88233,50,5.93648,3.83536,-112.65886,-5.29911,-6.59316,22.21606,-24.79738,75.74713,,6.71874,,,,1000055344,Right,55.25336,-113.69009,11.10803,6.15574,-4.14806,-12.39869,-1.06746,4.14141,-3.29658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,11/13/2022,1,2,1000013430,Right,T_A,8886045,Left,T_B,1,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,79.10769,1.523809,-1.041768,1580.781759,218.799863,1:15,6.18758,1.06903,5.48526,-33.2588,12.77698,8.93721,4.84223,0.83903,71.18807,-4.683553,0.549372,0.488336,,,,,,,,,,,,-4.80327,6.4302,-0.98384,50,6.29915,1.72013,-114.58768,2.00635,-6.28887,24.18851,-23.75503,77.1854,,7.91962,,,,1000055344,Right,55.00906,-115.64022,12.09426,6.18936,3.04002,-11.87751,-1.06464,1.99379,-3.14444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,11/13/2022,1,3,1000013430,Right,T_A,8886045,Left,T_B,1,Top,0,1,1,1-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,88.44745,-2.357779,-1.672386,2022.440738,194.876609,12:30,6.44957,0.79492,5.29306,-16.51387,20.3706,5.06894,2.85742,-0.35338,80.19297,-5.489427,-0.773148,0.437112,70.00074,24.418032,-172.201211,2453.439897,,,,,47.3709,,,-3.0715,11.32792,-0.64665,50,6.22353,3.51691,-128.13192,-5.79551,-5.06069,28.68288,-13.50992,86.23054,19.72236,8.25447,4.13592,2.9195,0.38081,1000055344,Right,55.20537,-129.29191,14.34144,6.44687,-5.24915,-6.75496,-0.79302,3.72157,-2.53034,6.883437,4.13592,-92.61981,7.39165,-0.82315,0.79693,-2.30657,4.57277,-4.54621,1.77514,2.91951,42.4414,-24.26199,2.05948,1.46458,-7.00848,13.82625,-13.26446,4.96809,0.38081,-12.68538,1.59433,-0.17231,0.29832,-0.97259,1.92023,-1.88496,0.72554,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
4,11/13/2022,1,4,1000013430,Right,T_A,8886045,Left,T_B,1,Top,0,1,2,1-2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,80.65493,-1.970192,-2.731199,1312.093788,241.456979,2:00,6.08673,1.04883,5.18989,-37.72978,6.15177,8.92024,1.08631,-0.7791,74.73648,-8.804944,-1.150067,0.476774,,,,,,,,,,,,-5.18847,3.94882,-0.80235,50,5.87487,5.2207,-116.9885,-5.34995,-7.24474,20.51395,-26.66023,79.05725,,5.91845,,,,1000055344,Right,55.31068,-117.91605,10.25698,6.08951,-4.14449,-13.33012,-1.04581,5.54827,-3.62237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52622,,,0.952368,,,,2.53868,4.60532,-1.92371,72.11169,3.13663,-52.66828,2.52522,76.04442,-3.13003,4.66566,13.22575,-15.55534,-2.02761,-63.1387,10.43562,High,High,High,,,High,High,High,v3
5,11/13/2022,2,1,1000013430,Right,T_A,1000110361,Right,T_B,1,Top,1,0,0,0-0,Curveball,Curveball,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,74.22789,1.588767,-0.203554,2532.004219,34.130296,7:15,6.25426,1.16082,4.83285,-64.26118,-12.0356,-9.1339,2.40407,0.2069,69.16259,-9.898127,-1.81531,0.520131,99.93938,14.716392,-26.086086,2551.98239,95.1985,16.51237,-55.11088,200.28784,173.90312,-33.862605,1.721946,4.49977,-6.04552,-1.13225,50,6.35514,0.73426,-107.87965,0.73496,5.35014,17.20022,-39.36201,72.46715,16.58524,5.06531,2.83773,2.6314,-0.20864,1000055344,Right,55.67222,-108.78026,8.60011,6.2627,2.79598,-19.68101,-1.16337,0.45412,2.67507,77.536252,2.83772,127.32898,-25.29164,5.19781,-1.04342,0.12601,0.00945,-0.0095,0.00158,2.6314,37.23623,-27.43194,3.94261,-0.84564,0.15448,-0.01813,0.0002,0.00023,-0.20865,-62.33593,-5.53199,3.96095,-1.30031,0.27599,-0.01065,-0.01184,0.00244,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
6,11/13/2022,3,1,1000013430,Right,T_A,1000058463,Right,T_B,1,Top,1,0,0,0-0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,1,0,88.35343,-2.600213,-2.163575,1951.74555,189.766712,12:15,6.34726,0.85082,5.28937,-16.76962,19.69911,3.1998,2.50477,-0.9151,81.28506,-5.74038,-1.596252,0.434642,,,,,,,,,,,,-2.15854,10.87556,-0.65613,50,6.09826,4.69688,-128.11443,-6.3616,-3.61367,24.66307,-13.96705,86.72069,,7.06837,,,,1000055344,Right,55.20896,-129.1133,12.33154,6.34446,-5.79593,-6.98353,-0.84932,4.84324,-1.80683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.08891,1.960246,0.698112,1.262134,-0.89154,2.26943,0.97893,-1.69185,6.16944,1.68735,127.28023,4.30262,2.14847,-1.46049,113.28474,-8.89487,6.16107,11.55185,-10.31836,1.6245,-2.05928,1.94894,High,High,High,,,High,High,High,v3
7,11/13/2022,3,2,1000013430,Right,T_A,1000058463,Right,T_B,1,Top,2,0,1,0-1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,81.6584,-2.528759,-3.041754,1477.100053,247.955197,2:15,6.16576,1.03157,5.3965,-36.23211,5.84922,11.70253,0.77176,-0.84641,76.47303,-9.083919,-0.959444,0.466892,,,,,,,,,,,,-6.65197,3.82642,-0.76876,50,5.91386,5.84335,-118.55251,-6.49122,-9.64153,18.74683,-26.62794,80.73061,,5.18538,,,,1000055344,Right,55.10605,-119.3572,9.37342,6.16795,-5.34823,-13.31397,-1.02846,6.2572,-4.82076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,11/13/2022,3,3,1000013430,Right,T_A,1000058463,Right,T_B,1,Top,2,0,2,0-2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,81.45142,-0.410435,-2.324998,1356.697783,234.745835,1:45,6.14436,1.04897,5.18324,-37.73707,5.15559,5.54827,2.61312,-0.67736,75.3862,-7.266287,-1.342201,0.471371,77.69417,-15.774564,-3.435103,,,,,10.16416,6.83357,1.678786,0.078356,-3.37555,3.02374,-0.8373,50,6.0773,4.57516,-118.26597,-2.18773,-4.82531,20.58939,-27.85163,79.96341,2.43392,6.06523,1.55937,2.43392,0.81402,1000055344,Right,55.31746,-119.18812,10.2947,6.14735,-0.94033,-13.92581,-1.04705,4.79127,-2.41266,180,1.55561,109.76093,,,,,,,,2.43499,-31.0624,,,,,,,,0.81425,-6.58849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
9,11/13/2022,1,1,1000187700,Left,T_B,691273,Right,T_A,1,Bottom,0,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,82.96601,-2.802578,2.50063,2040.515382,130.695601,10:15,5.94851,-1.38726,5.10759,-27.35698,14.32906,-15.17269,1.02362,-0.29413,76.54565,-7.805622,-0.183625,0.464694,,,,,,,,,,,,8.2606,8.25079,1.16407,50,5.66287,-4.61435,-120.2566,-6.8415,12.17315,21.9418,-20.01538,81.11243,,6.42036,,,,8886145,Right,55.39276,-121.23656,10.9709,5.94846,-5.94757,-10.00769,1.3823,-5.15803,6.08657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,11/13/2022,1,2,1000187700,Left,T_B,691273,Right,T_A,1,Bottom,0,1,0,1-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,84.67757,-2.548922,3.502662,2188.489064,145.350876,10:45,5.88368,-1.59336,4.98722,-25.25517,14.72422,-9.38713,1.36611,0.93598,78.53845,-7.154079,1.849176,0.455082,,,,,,,,,,,,5.51028,8.26355,1.26362,50,5.6172,-7.10255,-122.70821,-6.38044,8.52086,21.05075,-19.39565,82.8256,,6.13912,,,,8886145,Right,55.51296,-123.65035,10.52538,5.88334,-5.51238,-9.69783,1.59003,-7.48391,4.26043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
