PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,10/23/2022,1,1,10023185,Right,T_B,8886045,Left,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,1,0,85.93564,-1.272545,-4.252918,1740.765452,200.350055,12:45,5.68942,1.64996,5.99414,-19.74411,18.21072,6.29083,2.86136,-1.77423,78.31313,-5.01884,-3.126877,0.443409,,,,,,,,,,,,-4.51681,10.14253,-1.31805,50,5.57819,9.01647,-124.50883,-3.33789,-7.06201,25.93471,-16.3163,85.00596,,7.62251,,,,1000073611,Right,54.50599,-125.44389,12.96735,5.68793,-2.74961,-8.15815,-1.64773,9.27109,-3.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7247,2.099558,0.800291,1.299268,5.72666,3.22707,1.53533,-1.74427,6.39479,0.30183,127.27889,0.49062,3.58732,-1.50476,114.12527,-11.64206,6.37857,8.37269,-9.92834,0.22871,-0.68853,2.54719,High,High,High,,,High,High,High,v3
2,10/23/2022,1,2,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,1,0,1-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.78146,-1.620389,-1.829382,1692.580646,238.621074,2:00,5.81897,1.76931,5.85646,-28.11301,10.0728,14.44824,1.96954,1.27307,78.33381,-6.848796,0.76385,0.444757,,,,,,,,,,,,-7.89059,6.0078,-1.6291,50,5.67106,3.37935,-124.48063,-4.43779,-12.32688,26.00617,-22.78849,84.74847,,7.44766,,,,1000073611,Right,54.64147,-125.44657,13.00309,5.82017,-3.59136,-11.39425,-1.76312,3.8372,-6.16344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,10/23/2022,1,3,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,1,1,1-1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,87.42493,-2.639996,-1.385153,1807.013431,232.738159,1:45,5.81702,1.71836,5.79875,-23.41761,13.40288,16.03186,1.40762,1.76575,79.96338,-7.006122,1.489645,0.436733,,,,,,,,,,,,-8.55949,7.96024,-1.61409,50,5.58596,2.39177,-126.8235,-6.60273,-13.90175,26.61506,-19.24556,86.30544,,7.46155,,,,1000073611,Right,54.69966,-127.80596,13.30753,5.81658,-5.89231,-9.62278,-1.71185,2.90493,-6.95087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,10/23/2022,1,4,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,2,1,2-1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.91299,-1.593375,-0.85121,1816.9093,198.505199,12:30,5.77298,1.57183,5.90709,-19.13269,19.03155,5.92603,2.69905,1.2755,77.8834,-5.241511,0.212851,0.444631,,,,,,,,,,,,-3.27414,10.60327,-1.50678,50,5.63414,1.60504,-124.62642,-3.99951,-5.10194,27.20101,-15.65142,84.77241,,8.02959,,,,1000073611,Right,54.58843,-125.6239,13.60051,5.77028,-3.42557,-7.82571,-1.56907,1.79214,-2.55097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,10/23/2022,1,5,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,2,2,2-2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,80.1489,-0.454345,-2.402486,1907.252901,247.618726,2:15,5.58707,1.85655,6.30744,-34.36403,8.43162,17.20371,2.30447,1.07565,73.53253,-6.8737,0.710036,0.470838,69.12731,59.710696,-62.021126,3952.530823,,,,,59.49278,,,-9.7443,4.8817,-1.68882,50,5.53708,4.29447,-116.48849,-1.90049,-13.37187,22.14697,-25.47504,80.054,78.629,6.61637,3.43907,2.48174,-1.02757,1000073611,Right,54.19398,-117.28315,11.07348,5.58887,-0.98642,-12.73752,-1.85152,4.77427,-6.68594,149.992684,3.43907,23.99022,-11.32219,3.56813,-0.90525,0.18436,-0.02752,6.00E-05,0.00065,2.48174,87.54624,-26.07785,2.97175,-0.5363,0.06354,0.00242,-0.0048,0.001,-1.02757,-45.15923,3.21994,0.36718,-0.28976,0.1091,-0.0332,0.00855,-0.00104,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
6,10/23/2022,1,6,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,2,2,2-2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.46321,0.316084,-1.175374,1806.639891,236.92199,2:00,5.64343,1.81015,5.95416,-27.17261,10.04536,13.64871,3.67224,1.85735,79.10911,-4.759205,1.277534,0.439084,,,,,,,,,,,,-7.28843,5.42792,-1.72413,50,5.65338,2.01466,-125.62903,-0.18187,-11.65652,25.27788,-23.49313,85.84328,,7.35409,,,,1000073611,Right,54.54398,-126.54002,12.63894,5.64468,0.6648,-11.74656,-1.80431,2.43475,-5.82826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,10/23/2022,1,7,10023185,Right,T_B,8886045,Left,T_A,1,Top,1,3,2,3-2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,86.23852,-0.747533,-2.171705,1938.046097,227.80058,1:30,5.70483,1.81458,5.92164,-23.94982,13.80457,13.82363,3.01479,0.95031,78.38593,-5.254733,0.309844,0.442237,,,,,,,,,,,,-7.72827,7.67233,-1.64856,50,5.63145,4.18046,-125.14536,-2.37162,-12.1746,26.82263,-20.08757,85.23131,,7.85259,,,,1000073611,Right,54.57637,-126.12241,13.41131,5.70451,-1.63991,-10.04378,-1.80892,4.62394,-6.0873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,10/23/2022,2,1,10023185,Right,T_B,1000051953,Right,T_A,1,Top,2,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.82825,-2.922921,-3.705086,1971.168766,211.990734,1:00,5.7296,1.39096,6.21811,-16.45296,21.71245,12.67729,1.65328,-0.97638,77.40388,-6.115561,-1.422169,0.444638,,,,,,,,,,,,-7.72508,12.57406,-1.11922,50,5.50183,7.53637,-124.17849,-6.74205,-11.8875,28.23164,-12.8248,84.77111,,8.42438,,,,1000073611,Right,54.27811,-125.14733,14.11582,5.72565,-6.30194,-6.4124,-1.38485,7.94432,-5.94375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,10/23/2022,2,2,10023185,Right,T_B,1000051953,Right,T_A,1,Top,2,0,1,0-1,Curveball,Curveball,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,75.14562,0.457888,-0.803067,2090.414011,40.677088,7:15,5.6114,1.82343,5.63705,-54.47554,-4.49351,-5.20481,1.499,0.64043,69.25042,-9.475546,-1.735081,0.508837,98.52317,12.583858,-44.61942,4212.916736,73.95335,9.89135,-81.42958,160.91581,154.02765,-50.092367,1.369536,2.44158,-2.06425,-1.75165,50,5.61491,1.71547,-109.18665,-0.83689,2.93776,19.81639,-34.65778,74.0757,11.10199,5.8952,3.31428,1.70749,-0.6826,1000073611,Right,54.86488,-110.06604,9.90819,5.61793,0.70112,-17.32889,-1.82489,1.58511,1.46888,,3.31428,100.38187,-25.26335,4.95986,-0.87359,-0.15039,0.22943,-0.08142,0.00879,1.7075,31.48128,-28.99139,4.89111,-1.01621,0.00955,0.14851,-0.06128,0.00755,-0.68259,-99.05884,5.72883,1.37277,-0.47166,-0.05652,0.17197,-0.0791,0.0123,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
10,10/23/2022,2,3,10023185,Right,T_B,1000051953,Right,T_A,1,Top,2,0,2,0-2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.55568,-0.606976,-2.686903,1705.690872,214.538355,1:15,5.7785,1.63738,6.18854,-17.71154,19.56718,12.56851,3.74148,0.2021,78.21142,-4.026005,-0.421666,0.439443,,,,,,,,,,,,-7.28158,10.66508,-1.44061,50,5.72357,5.3797,-125.53528,-1.78038,-11.49547,27.95053,-15.33706,85.77331,,8.34426,,,,1000073611,Right,54.30738,-126.49069,13.97527,5.77547,-1.25613,-7.66853,-1.63122,5.77264,-5.74773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
