PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,10/26/2022,1,1,1000036180,Right,T_A,1000099417,Left,T_C,1,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,92.60762,-2.048196,-2.733111,2345.032108,208.932149,1:00,5.63028,2.33281,5.8975,-13.69312,18.86052,9.86001,2.5847,0.61517,84.74849,-4.671473,-0.965898,0.410649,,,,,,,,,,,,-5.76536,10.50638,-2.11833,50,5.45731,5.97789,-134.3549,-5.1949,-10.56853,28.32875,-12.91473,91.78745,,7.85913,,,,1000073611,Right,54.60066,-135.32147,14.16438,5.62704,-4.75425,-6.45737,-2.32845,6.33848,-5.28427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,10/26/2022,1,2,1000036180,Right,T_A,1000099417,Left,T_C,1,Top,0,0,1,0-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,94.17511,-1.138978,-2.503871,2256.017932,210.984922,1:00,5.51669,2.31123,6.41947,-14.68804,16.16406,9.12674,3.24452,0.76858,86.08047,-3.964308,-0.851446,0.399773,,,,,,,,,,,,-5.33788,8.98154,-2.13557,50,5.42797,5.57335,-136.75188,-3.10381,-10.1316,29.50463,-15.12658,94.28455,,8.09464,,,,1000073611,Right,54.07529,-137.62833,14.75231,5.51349,-2.65447,-7.56329,-2.3056,5.87431,-5.0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,10/26/2022,1,3,1000036180,Right,T_A,1000099417,Left,T_C,1,Top,0,0,2,0-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,95.36109,-0.60936,-1.927565,2293.127122,214.898738,1:15,5.78145,2.10827,6.02833,-12.92859,17.51442,11.57103,4.13939,1.28673,87.28866,-3.095374,0.153184,0.397114,,,,,,,,,,,,-6.4137,9.4265,-1.96343,50,5.72648,4.13728,-138.54667,-1.83401,-12.51771,29.76066,-13.77619,94.91594,,8.07243,,,,1000073611,Right,54.46948,-139.50344,14.88033,5.77833,-1.39112,-6.8881,-2.10291,4.53971,-6.25886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,10/26/2022,1,4,1000036180,Right,T_A,1000099417,Left,T_C,1,Top,0,1,2,1-2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,84.59986,-0.59638,-1.77078,1780.771309,244.312123,2:15,5.38683,2.68132,6.86349,-30.93391,6.66571,11.40331,2.26511,2.01697,77.53852,-6.435808,0.315035,0.44133,,,,,,,,,,,,-6.51052,4.10154,-2.57186,50,5.33805,3.39729,-123.04525,-2.12944,-9.96726,24.73435,-25.89485,85.40653,,7.06134,,,,1000073611,Right,53.6347,-123.77374,12.36718,5.38954,-1.36677,-12.94742,-2.67624,3.69085,-4.98363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,10/26/2022,1,5,1000036180,Right,T_A,1000099417,Left,T_C,1,Top,0,2,2,2-2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,92.93295,-1.353652,-2.755243,2267.144257,207.655,1:00,5.71189,2.34261,5.69584,-12.62666,20.37946,10.06367,3.39649,0.61164,83.82349,-3.810348,-0.958666,0.413494,,,,,,,,,,,,-5.90859,11.05871,-2.1172,50,5.59029,6.00646,-134.61165,-3.51334,-10.72248,32.21444,-12.10552,91.15605,,9.10946,,,,1000073611,Right,54.79918,-135.7553,16.10722,5.70739,-3.08358,-6.05276,-2.33719,6.38712,-5.36124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.37769,,,0.929956,,,,3.307,5.11932,5.03836,80.94216,6.5894,-43.84326,3.39265,89.30938,-6.31678,5.16268,12.97669,-12.27859,4.77282,-62.38532,10.72517,High,High,High,,,High,High,High,v3
6,10/26/2022,2,1,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,92.77361,-1.122386,-2.004765,2175.881934,206.90158,1:00,5.75768,2.6402,6.26525,-14.08454,18.11714,8.64221,3.5484,1.51131,84.17604,-3.852577,-0.443907,0.408423,,,,,,,,,,,,-5.04004,10.02587,-2.49554,50,5.66733,4.34104,-134.66894,-2.99912,-9.19573,31.01387,-13.88148,92.28768,,8.59757,,,,1000073611,Right,54.23102,-135.63983,15.50694,5.75441,-2.56456,-6.94074,-2.63594,4.62892,-4.59786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,10/26/2022,2,2,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,1,0,1-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,93.12829,-1.063072,-2.654664,2297.600439,205.272497,12:45,5.59513,2.36615,6.7266,-10.72898,20.7019,9.27229,3.72834,0.71097,84.40224,-3.204778,-0.966689,0.403506,,,,,,,,,,,,-5.635,11.50772,-2.19368,50,5.51978,5.88977,-135.22055,-2.69507,-10.35688,31.49976,-11.02329,93.41244,,8.72605,,,,1000073611,Right,53.76956,-136.09584,15.74988,5.59041,-2.38876,-5.51164,-2.36134,6.17756,-5.17844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,10/26/2022,2,3,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,2,0,2-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,92.72317,-2.148417,-2.376665,2150.481965,213.866207,1:15,5.6951,2.41441,6.03018,-14.02355,18.57493,11.71524,2.53424,1.18846,84.10504,-4.854852,-0.270443,0.410932,,,,,,,,,,,,-6.69398,10.50178,-2.23467,50,5.5193,5.06203,-134.44643,-5.42449,-12.1652,31.08739,-13.08884,91.72422,,8.61813,,,,1000073611,Right,54.46655,-135.47528,15.54369,5.69165,-4.99132,-6.54442,-2.40886,5.46464,-6.0826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,10/26/2022,2,4,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,2,1,2-1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,93.4219,-2.421737,-3.553903,2293.863423,209.052866,1:00,5.66428,2.21473,6.48458,-9.95922,21.7117,11.44564,2.60525,-0.09863,84.53578,-4.416222,-1.48258,0.405044,,,,,,,,,,,,-7.01079,12.36871,-1.96926,50,5.48878,7.92352,-135.37446,-5.90573,-12.89595,31.9733,-9.42256,93.05773,,8.88612,,,,1000073611,Right,54.01196,-136.31873,15.98665,5.65908,-5.62745,-4.71128,-2.20888,8.30438,-6.44798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,10/26/2022,2,5,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,2,2,2-2,Curveball,Curveball,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,77.60592,0.735527,-1.8334,2035.987402,7.710807,6:15,5.73853,2.27033,4.98469,-63.11173,-14.51198,-2.19083,1.17419,0.35586,70.88882,-10.605722,-2.22121,0.501751,53.32247,55.990668,-137.784868,6044.795269,,,,118.31363,63.61131,-144.870869,3.294006,0.51012,-7.14012,-2.09165,50,5.75696,3.68865,-112.50675,-0.8313,0.64413,23.24167,-41.18976,75.12176,48.86111,6.7171,2.92418,1.60088,-0.4504,1000073611,Right,55.51808,-113.64096,11.62083,5.74848,1.17879,-20.59488,-2.27089,3.65722,0.32206,18.314287,2.92358,-32.37597,-2.19571,1.95285,-0.83455,0.29636,-0.05737,0.00393,8.00E-05,1.60125,64.81155,-25.53292,2.59952,0.01946,-0.3925,0.18624,-0.03773,0.00287,-0.45124,-29.35996,2.45132,0.6932,-0.82842,0.49992,-0.15638,0.02412,-0.00147,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
11,10/26/2022,2,6,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,2,2,2-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,92.97316,0.68229,-2.880319,2287.01892,215.689946,1:15,5.69103,2.47306,6.22417,-14.03631,17.66556,12.02977,5.15171,0.81567,85.33521,-2.014225,-0.711682,0.405242,,,,,,,,,,,,-6.93465,9.24914,-2.26316,50,5.73474,6.28434,-135.0825,1.23365,-12.91762,27.18303,-14.94509,93.01229,,7.63795,,,,1000073611,Right,54.27471,-135.93999,13.59151,5.68839,1.7051,-7.47254,-2.46782,6.69182,-6.45881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
12,10/26/2022,2,7,1000036180,Right,T_A,1000079313,Left,T_C,1,Top,1,3,2,3-2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,92.19124,-0.370752,-1.272334,2228.695658,211.311453,1:00,5.74232,2.4192,6.37028,-12.79658,19.43828,11.21044,4.33471,2.1825,84.14342,-2.864697,0.757379,0.408634,,,,,,,,,,,,-6.15733,10.51304,-2.33201,50,5.70911,2.50839,-134.01556,-1.16735,-11.19804,28.9618,-13.05453,92.24016,,8.04782,,,,1000073611,Right,54.12747,-134.90458,14.4809,5.73879,-0.76662,-6.52726,-2.41429,2.85214,-5.59902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
13,10/26/2022,3,1,1000036180,Right,T_A,90000221623,Right,T_C,1,Top,1,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,90.70358,-1.524646,-4.218198,2205.207484,211.924864,1:00,5.54906,2.48637,6.81721,-15.6606,17.05359,10.01067,2.84891,-0.53478,83.30138,-4.545324,-2.397259,0.411661,,,,,,,,,,,,-6.38492,9.73552,-2.21729,50,5.44419,9.33059,-131.65011,-3.88508,-11.27272,26.38316,-14.9858,91.56188,,7.4022,,,,1000073611,Right,53.68166,-132.38587,13.19158,5.54671,-3.46716,-7.4929,-2.48189,9.64495,-5.63636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
