PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,10/25/2022,1,1,1000097859,Right,T_B,1000187793,Left,T_A,1,Top,0,0,0,0-0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.15084,-0.787813,-3.506863,2421.606904,11.176198,6:15,5.74285,2.03557,4.8597,-55.07515,-5.50185,-1.42776,0.40615,-1.4068,70.51004,-10.663959,-3.758308,0.506752,,,,,,,,,,,,-0.41126,-2.05784,-1.68821,50,5.61784,6.89724,-111.60669,-3.51446,-0.51134,22.75955,-34.73258,74.38046,,6.64081,,,,1000055344,Right,55.64043,-112.75105,11.37978,5.75065,-1.76808,-17.36629,-2.03565,6.92295,-0.25567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,10/25/2022,1,2,1000097859,Right,T_B,1000187793,Left,T_A,1,Top,0,1,0,1-0,ChangeUp,Changeup,InPlay,Undefined,Bunt,,Out,1,0,81.39012,-0.778009,-2.576766,1554.880949,265.551322,2:45,5.76902,1.95349,5.1706,-41.18136,2.77858,15.46993,1.60429,0.81609,73.81023,-8.29097,0.16529,0.4772,,,,,,,,,,,,-8.6313,2.01284,-1.72603,50,5.665,4.66814,-117.88548,-3.06337,-11.96684,25.49618,-29.38336,78.98675,,7.57989,,,,1000055344,Right,55.32917,-119.03249,12.74809,5.77307,-1.74149,-14.69168,-1.94815,5.2065,-5.98342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,10/25/2022,2,1,1000097859,Right,T_B,1000069979,Right,T_A,1,Top,1,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,86.8864,-0.633099,-1.64544,2053.761224,216.135679,1:15,5.80971,1.91532,5.32711,-20.05147,18.33568,12.36016,3.54443,1.40092,78.1452,-4.429363,0.548926,0.445928,,,,,,,,,,,,-6.67146,9.76914,-1.77559,50,5.73862,3.05267,-125.83584,-2.02279,-10.53448,29.15776,-16.74819,84.52589,,8.7412,,,,1000055344,Right,55.16747,-127.02756,14.57888,5.80731,-1.33826,-8.3741,-1.90916,3.48323,-5.26724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,10/25/2022,2,2,1000097859,Right,T_B,1000069979,Right,T_A,1,Top,1,1,0,1-0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,75.46823,-0.263933,-2.250522,2501.972855,36.182736,7:15,5.66569,1.96422,4.86856,-59.92283,-8.74209,-7.57103,0.42216,-0.79756,69.72951,-10.97617,-3.586932,0.514902,,,,,,,,,,,,3.12398,-3.90673,-1.73577,50,5.58807,4.59645,-109.45342,-2.61629,3.77086,20.21656,-36.88976,73.20311,,5.73872,,,,1000055344,Right,55.63411,-110.48916,10.10828,5.67369,-0.72633,-18.44488,-1.96631,4.40326,1.88543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,10/25/2022,2,3,1000097859,Right,T_B,1000069979,Right,T_A,1,Top,1,1,1,1-1,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,82.39393,-1.175247,-2.842458,1430.324599,217.876895,1:15,5.6511,1.94865,5.39472,-30.59872,11.74375,7.9991,1.9983,-0.05079,74.91424,-6.831624,-1.421328,0.468338,,,,,,,,,,,,-4.92091,6.67241,-1.7008,50,5.52487,5.60116,-119.36914,-3.46865,-7.03791,24.8587,-22.63114,80.48127,,7.47969,,,,1000055344,Right,55.10386,-120.42734,12.42935,5.65202,-2.50528,-11.31557,-1.94561,5.90075,-3.51895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,10/25/2022,2,4,1000097859,Right,T_B,1000069979,Right,T_A,1,Top,1,1,2,1-2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,75.50577,0.135185,-2.645653,2393.668573,53.238746,7:45,5.5175,1.9629,4.51939,-59.44169,-7.87437,-12.58532,0.69292,-1.60748,70.06373,-10.415446,-4.848828,0.516843,,,,,,,,,,,,5.4574,-3.51114,-1.67347,50,5.47444,5.57039,-109.48279,-1.93273,6.62948,19.17801,-36.43927,72.92823,,5.44204,,,,1000055344,Right,55.98363,-110.52597,9.589,5.52566,0.04936,-18.21963,-1.96666,5.20978,3.31474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99086,,,1.153271,,,,-1.14998,4.01269,6.35637,75.23621,11.52401,-49.55438,-1.06983,70.67848,-3.88823,4.20823,23.72038,-15.00241,6.08464,-55.79837,6.46381,High,High,High,,,High,Medium,High,v3
7,10/25/2022,3,1,1000097859,Right,T_B,1000073511,Right,T_A,1,Top,2,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,86.94746,-0.765601,-2.829126,2242.422915,212.350712,1:00,5.8479,1.96189,5.62626,-21.04332,16.37875,9.60819,3.37898,0.12051,79.31135,-4.719805,-1.115932,0.440286,72.76375,-24.241187,16.731146,,,,,8.65607,7.71103,13.693763,0.07613,-5.68544,8.88563,-1.7271,50,5.76932,5.82655,-126.11021,-2.35343,-9.14377,25.96438,-17.88344,85.60894,3.3506,7.63611,1.28391,3.3506,-0.09299,1000055344,Right,54.87232,-127.1094,12.98219,5.84665,-1.66522,-8.94172,-1.95809,6.17843,-4.57189,180,1.27885,93.60385,,,,,,,,3.35298,-44.01131,,,,,,,,-0.09451,28.13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
8,10/25/2022,1,1,1000036206,Right,T_A,8886045,Left,T_B,1,Bottom,0,0,0,0-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,89.13549,0.23402,-0.330132,2135.187681,242.169255,2:00,5.2679,0.90369,5.71887,-23.14265,12.46623,21.37359,3.55735,2.3773,80.93634,-4.106241,3.493065,0.429487,,,,,,,,,,,,-10.87449,6.61859,-0.889,50,5.27334,-0.2034,-129.39923,-0.23826,-18.29299,28.9835,-21.04032,87.76144,,8.19915,,,,1000073611,Right,54.77872,-130.4652,14.49175,5.26788,0.53557,-10.52016,-0.89389,0.46939,-9.14649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,10/25/2022,1,2,1000036206,Right,T_A,8886045,Left,T_B,1,Bottom,0,1,0,1-0,Fastball,Sinker,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,89.8981,-0.399286,-1.920585,2131.84382,249.673153,2:15,5.13371,0.96736,5.49802,-26.19017,8.89536,21.01836,2.5775,0.92178,82.17615,-5.243912,1.824697,0.42632,86.72333,10.758555,-7.590024,2583.731225,107.61869,13.41271,-22.76212,203.92827,202.95489,-15.516302,2.03858,-11.21682,4.92221,-0.81434,50,5.08116,3.45328,-130.52978,-1.85605,-19.33329,27.72448,-23.69012,88.41355,13.42545,7.72195,2.41856,2.63967,-0.89029,1000073611,Right,55.0029,-131.5881,13.86224,5.13475,-0.95173,-11.84506,-0.96025,4.19129,-9.66664,118.404699,2.41856,123.86344,-18.40327,2.95257,-0.51087,0.063,-0.00571,0.00042,-3.00E-05,2.63967,23.74339,-13.78347,0.84437,-0.08209,0.01697,-0.00113,-0.0001,1.00E-05,-0.89029,-16.505,-8.33328,2.83174,-0.81274,0.18918,-0.03722,0.00541,-0.0004,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
10,10/25/2022,2,1,1000036206,Right,T_A,1000055244,Left,T_B,1,Bottom,0,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,88.79499,-0.34132,-2.297324,2080.590653,240.230315,2:00,5.14165,1.02744,5.60963,-23.33399,12.69678,20.08222,2.8783,0.55547,80.63232,-4.707659,1.286647,0.432024,,,,,,,,,,,,-10.60729,6.88213,-0.84286,50,5.09761,4.22938,-128.75815,-1.55322,-17.71784,27.98644,-20.67851,87.24611,,8.16267,,,,1000073611,Right,54.88535,-129.81567,13.99322,5.14154,-0.77184,-10.33926,-1.01532,4.89888,-8.85892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
