PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,11/9/2022,1,1,1000097856,Left,T_A,1000067025,Left,T_D,1,Top,0,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.91418,0.570987,6.226205,1881.814113,102.753099,9:30,4.41854,-3.39135,5.21826,-32.24104,5.15103,-17.45981,2.27186,1.03095,80.20319,-5.316448,3.158288,0.44011,,,,,,,,,,,,10.37611,2.77886,2.82803,50,4.44744,-13.0524,-126.91527,0.04683,16.96517,25.38209,-27.63053,85.64326,,7.71099,,,,1000055344,Right,55.28134,-127.96714,12.69104,4.42177,1.19188,-13.81527,3.3835,-13.75545,8.48259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,11/9/2022,1,2,1000097856,Left,T_A,1000067025,Left,T_D,1,Top,0,0,1,0-1,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,74.51904,2.630483,1.400307,2178.63039,291.174962,3:45,4.46719,-3.49773,4.87874,-56.4755,-4.18894,14.89623,2.25226,-0.93119,68.522,-7.549742,4.021557,0.520435,79.96378,-10.531055,30.713178,,,,,15.871,14.6568,28.841114,0.112444,-7.02252,-2.41567,3.34664,50,4.67746,-3.22086,-108.05741,3.01316,-8.306,18.76799,-35.03121,72.42489,2.41606,5.99705,2.72876,2.41606,1.01801,1000055344,Right,55.62356,-109.02977,9.38399,4.47434,4.8281,-17.51561,3.50237,-2.79053,-4.153,,2.72443,99.37055,,,,,,,,2.417,-21.48681,,,,,,,,1.01544,59.03283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
3,11/9/2022,2,1,1000097856,Left,T_A,305,Undefined,T_D,1,Top,1,0,0,0-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,90.96776,0.025826,4.592011,1852.027895,112.561234,9:45,4.55636,-3.27325,5.08547,-27.03124,8.04634,-16.56501,2.32818,-0.31614,82.68226,-4.936722,1.675396,0.426271,,,,,,,,,,,,9.52213,4.3304,2.85151,50,4.53781,-9.77712,-131.57746,-0.99768,16.6522,28.55653,-24.60113,88.4236,,8.28549,,,,1000055344,Right,55.41321,-132.7471,14.27826,4.55804,0.00995,-12.30056,3.26594,-10.45918,8.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,11/9/2022,2,2,1000097856,Left,T_A,305,Undefined,T_D,1,Top,1,0,1,0-1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,89.94788,-0.273645,5.315164,1743.53661,103.649108,9:30,4.5147,-3.24888,5.24405,-30.33612,5.26288,-16.96733,1.72841,0.34669,82.1373,-5.821694,2.3232,0.429428,,,,,,,,,,,,9.96067,3.03343,2.77257,50,4.46691,-11.32471,-130.06814,-1.79374,17.08411,26.97667,-26.97123,87.77358,,7.81058,,,,1000055344,Right,55.25616,-131.15376,13.48834,4.51725,-0.70834,-13.48561,3.24214,-12.01222,8.54205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,11/9/2022,2,3,1000097856,Left,T_A,305,Undefined,T_D,1,Top,1,0,2,0-2,Slider,Slider,InPlay,Undefined,GroundBall,,Out,1,0,78.22102,0.252684,2.665784,2162.393268,303.480243,4:00,4.54153,-3.28351,4.77571,-53.54401,-5.70339,10.89898,0.31933,0.15363,71.9867,-9.336822,4.581307,0.497817,,,,,,,,,,,,-4.64429,-2.5511,3.00644,50,4.51938,-5.72487,-113.37609,-1.46889,-6.01709,21.62478,-35.47924,75.71543,,6.23432,,,,1000055344,Right,55.72619,-114.46306,10.81239,4.54839,0.31448,-17.73962,3.2866,-5.42242,-3.00855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,11/9/2022,3,1,1000097856,Left,T_A,1000052539,Left,T_D,1,Top,2,0,0,0-0,Slider,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,75.36899,2.822193,2.790271,1947.716287,289.414291,3:45,4.43848,-3.35354,4.87277,-54.81349,-3.16642,13.75363,2.54659,0.43504,68.73564,-7.078236,5.204097,0.517243,,,,,,,,,,,,-5.97776,-1.97536,3.06649,50,4.66984,-5.86267,-109.05786,3.46881,-7.1435,20.56789,-34.53461,72.87189,,6.63335,,,,1000055344,Right,55.62779,-110.11413,10.28394,4.44616,5.24234,-17.2673,3.35815,-5.49581,-3.57175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,11/9/2022,3,2,1000097856,Left,T_A,1000052539,Left,T_D,1,Top,2,0,1,0-1,Slider,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,76.35489,1.39298,2.962977,2009.535892,299.291587,4:00,4.33339,-2.99422,4.41031,-54.88101,-4.44205,10.48233,1.09139,0.70952,70.76747,-8.370033,4.789854,0.511157,,,,,,,,,,,,-4.3765,-2.1974,2.66758,50,4.42713,-6.1618,-110.67868,0.6384,-5.46392,18.55235,-34.91745,73.73941,,5.58742,,,,1000055344,Right,56.0924,-111.69524,9.27617,4.33973,2.55167,-17.45873,2.99701,-5.86241,-2.73196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,11/9/2022,3,3,1000097856,Left,T_A,1000052539,Left,T_D,1,Top,2,0,2,0-2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,76.26105,1.457741,0.373737,2259.326728,279.742624,3:15,4.60518,-3.3316,4.78558,-51.64963,-1.49898,17.8932,1.68301,-1.48627,69.99671,-7.851857,3.522202,0.509694,,,,,,,,,,,,-8.72111,-0.71595,3.27768,50,4.70552,-1.44993,-110.627,0.96704,-10.78201,20.17684,-33.05916,73.95108,,6.26434,,,,1000055344,Right,55.71552,-111.66457,10.08842,4.61208,2.66706,-16.52958,3.33798,-0.89548,-5.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,11/9/2022,3,4,1000097856,Left,T_A,1000052539,Left,T_D,1,Top,2,1,2,1-2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,90.08912,0.528911,5.135044,2022.693399,124.200169,10:15,4.46438,-3.56594,5.30113,-23.48714,11.93816,-15.88517,3.00567,-0.05601,82.00097,-3.823835,2.332231,0.428379,,,,,,,,,,,,9.32091,6.16449,3.11003,50,4.49581,-10.96711,-130.2664,0.35737,16.03236,27.10777,-21.57089,87.98854,,8.08815,,,,1000055344,Right,55.19703,-131.34343,13.55389,4.46459,1.21441,-10.78545,3.55842,-11.60409,8.01618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,11/9/2022,1,1,1000094020,Right,T_B,1000051953,Right,T_A,1,Bottom,0,0,0,0-0,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,90.29979,-1.403679,-2.374864,1603.478992,204.769963,12:45,6.0756,1.33219,4.88466,-18.87013,16.95528,7.26457,3.17372,-0.31049,82.01712,-4.920424,-1.096536,0.430791,85.06615,-13.093457,-23.008992,,,,,16.69076,13.83557,-18.054404,0.117194,-4.30433,9.14193,-1.1056,50,5.92265,5.07873,-130.78135,-3.8914,-7.41532,28.94559,-16.42468,87.49582,3.32228,8.28267,2.72128,3.32228,0.41049,1000070017,Right,55.6136,-132.01795,14.4728,6.07391,-3.18971,-8.21234,-1.32933,5.39553,-3.70766,180,2.71495,112.18768,,,,,,,,3.32388,-28.34871,,,,,,,,0.41318,-47.64163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
