PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,2/6/2023,1,1,1000036209,Right,T_A,8886045,Left,T_B,1,Top,0,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,87.90492,0.530325,-1.123409,2938.339654,67.030412,8:15,6.03447,1.11556,4.55729,-39.00502,-1.48449,-5.90965,3.28891,-0.44628,81.52864,-6.449838,-2.158722,0.440865,,,,,,,,,,,,2.62725,-0.56449,-0.99299,50,6.0525,2.78436,-127.67598,-0.4804,4.39484,22.98349,-33.11835,85.49653,,6.37628,,,,1000055344,Right,55.94418,-128.74157,11.49175,6.03918,1.05507,-16.55917,-1.11736,2.58061,2.19742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,2/6/2023,1,2,1000036209,Right,T_A,8886045,Left,T_B,1,Top,0,1,0,1-0,Slider,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,86.68399,-0.172984,-1.451391,2929.473031,15.400655,6:30,6.06212,1.10402,4.21368,-44.45341,-5.40614,-1.7778,2.19194,-0.43453,80.69754,-8.042089,-1.761224,0.449745,,,,,,,,,,,,0.52409,-2.36843,-0.94258,50,5.99584,3.2737,-125.88038,-2.32444,0.85278,22.18393,-36.0278,83.80838,,5.98644,,,,1000055344,Right,56.28949,-126.98395,11.09197,6.06689,-0.5322,-18.0139,-1.10437,3.23128,0.42639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,2/6/2023,1,3,1000036209,Right,T_A,8886045,Left,T_B,1,Top,0,1,1,1-1,Fastball,Cutter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,91.12479,-1.663087,-1.946831,2644.434294,189.468127,12:15,6.26693,0.81464,4.65917,-24.21738,10.95442,1.64532,2.66753,-0.89845,83.62712,-6.070307,-1.658289,0.426843,,,,,,,,,,,,-1.32417,6.13154,-0.61746,50,6.0755,4.40799,-132.06957,-4.82551,-2.34843,27.03997,-21.29968,88.30507,,7.49767,,,,1000055344,Right,55.83905,-133.2597,13.51999,6.26725,-3.88803,-10.64984,-0.81374,4.51136,-1.17421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,2/6/2023,1,4,1000036209,Right,T_A,8886045,Left,T_B,1,Top,0,2,1,2-1,Slider,Slider,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,86.7858,0.636088,-0.755359,2913.085331,1.917617,6:00,5.94355,1.09731,4.24511,-43.7927,-4.50622,-0.19047,2.90312,0.35834,79.8299,-7.162564,-0.788566,0.451121,23.75909,-21.02701,117.064211,,,,,6.79811,2.28268,101.816605,0.239543,-0.10886,-2.05382,-1.01454,50,5.96724,1.66888,-125.8827,-0.51828,-0.17535,24.60718,-35.48267,83.55283,3.11105,6.9559,2.29039,3.11105,-0.5533,1000055344,Right,56.25603,-127.09973,12.30359,5.94948,1.23662,-17.74134,-1.09729,1.67756,-0.08768,,2.31251,-15.37302,,,,,,,,3.12974,-12.98816,,,,,,,,-0.5966,30.08784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
5,2/6/2023,1,5,1000036209,Right,T_A,8886045,Left,T_B,1,Top,0,1,2,1-2,Fastball,Changeup,InPlay,Undefined,FlyBall,Popup,Out,1,0,88.84857,-1.630777,-1.670316,1612.074645,237.340674,2:00,6.01969,1.16479,4.41016,-26.4706,10.80379,15.07013,2.2564,0.82613,81.66313,-6.418037,0.962886,0.439417,67.68266,55.60523,-28.927822,,83.89369,85.54729,-71.14642,189.35154,189.35154,-43.64202,4.596289,-7.84433,6.00126,-1.00302,50,5.82051,3.03015,-128.81474,-4.76218,-13.24344,25.55823,-22.04221,85.77834,86.49849,7.18543,3.50979,2.56577,-0.80999,1000055344,Right,56.09074,-130.0176,12.77912,6.02022,-3.7248,-11.02111,-1.1603,3.65343,-6.62172,146.120323,3.51385,48.97315,-11.87825,2.71261,0.20533,-0.39257,0.12867,-0.0187,0.00104,2.56207,81.98554,-23.59812,2.49812,-0.52958,0.07032,0.00512,-0.00303,0.00026,-0.80811,-27.17375,-1.93609,0.60198,0.19484,-0.20724,0.06757,-0.01003,0.00057,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
6,2/6/2023,2,1,1000036209,Right,T_A,1000058463,Right,T_B,1,Top,1,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,92.53164,-3.171664,-2.210704,2536.424076,204.318487,12:45,6.2313,0.86492,4.68544,-17.30572,16.88721,7.13756,1.77221,-0.64047,84.76461,-6.36519,-0.958768,0.420862,87.90855,-12.949209,-4.885624,,,,,8.34405,8.34405,0.854498,0.056712,-4.10894,9.46516,-0.64708,50,5.8937,4.81638,-133.94015,-8.08961,-7.48599,28.14375,-14.92966,89.5601,1.64078,7.76703,1.2332,1.64078,0.73218,1000055344,Right,55.81341,-135.15615,14.07188,6.22929,-7.44454,-7.46483,-0.86217,5.13983,-3.74299,180,1.23162,125.36982,,,,,,,,1.64114,-28.93199,,,,,,,,0.73231,-10.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
7,2/6/2023,3,1,1000036209,Right,T_A,1000051968,Left,T_B,1,Top,1,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,87.11851,-2.543803,-1.105505,2740.533587,71.243357,8:15,6.11489,1.0284,4.78016,-37.58758,1.15091,-0.46295,0.56932,-0.05821,79.64072,-9.302155,-1.187113,0.447964,,,,,,,,,,,,-0.10441,1.71807,-0.91746,50,5.82773,2.45553,-126.12579,-7.13236,-0.16688,27.50707,-29.428,84.14175,,7.47779,,,,1000055344,Right,55.71768,-127.36667,13.75353,6.11954,-5.80483,-14.714,-1.02841,2.46306,-0.08344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,2/6/2023,3,2,1000036209,Right,T_A,1000051968,Left,T_B,1,Top,1,0,1,0-1,Slider,Slider,InPlay,Undefined,GroundBall,GroundBall,Double,0,0,87.94255,-1.48462,-1.209233,2750.361936,241.603286,2:00,6.15762,1.09924,4.80729,-35.44628,2.3111,2.00925,1.79658,0.12087,80.50816,-7.884478,-0.855214,0.442255,86.62108,4.505844,37.105441,3729.295114,,,,67.42519,65.87758,37.990526,0.554051,-1.35437,1.8487,-0.98081,50,5.97902,2.5997,-127.50075,-4.73289,-2.2206,27.18582,-29.14292,85.22791,3.04271,7.43439,3.7914,2.08616,-0.2408,1000055344,Right,55.69326,-128.70895,13.59291,6.16058,-3.43772,-14.57146,-1.09854,2.69839,-1.1103,,3.7914,101.00786,-24.29041,5.58929,-1.30123,0.26115,-0.05546,0.01336,-0.00286,2.08616,9.98068,-26.75803,3.9485,-0.87253,0.18532,-0.03871,0.0089,-0.00166,-0.2408,76.40673,-0.75791,-2.62165,1.11754,-0.37461,0.105,-0.0244,0.00302,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
9,2/6/2023,4,1,1000036209,Right,T_A,1000187798,Right,T_B,1,Top,1,0,0,0-0,Slider,Slider,InPlay,Undefined,GroundBall,GroundBall,FieldersChoice,1,0,88.87543,-1.868884,-1.704251,2592.090835,173.35493,11:45,6.07516,1.28944,4.96068,-31.54777,5.57453,-0.4965,1.67918,-0.36248,80.60614,-7.615377,-1.791908,0.438519,57.75603,-52.940938,-34.365061,,,,,2.89181,1.82472,-7.64018,0.025427,-0.28992,3.71103,-1.12399,50,5.86848,3.85126,-128.65974,-5.44365,-0.47984,29.8505,-26.03248,85.95386,1.72531,8.2693,1.79065,1.72531,0.35097,1000055344,Right,55.53678,-129.93798,14.92525,6.07771,-4.32889,-13.01624,-1.28935,3.8718,-0.23992,,1.79,42.29705,,,,,,,,1.72635,-67.85308,,,,,,,,0.35141,-28.92352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
10,2/6/2023,5,1,1000036209,Right,T_A,1000049656,Left,T_B,1,Top,2,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,90.89012,-7.168461,-2.346728,2388.656351,208.754495,1:00,6.21646,1.23514,5.42649,-15.53422,19.46044,10.0239,-1.833,-0.12872,83.32262,-10.05462,-0.563755,0.425767,,,,,,,,,,,,-5.88,12.31973,-1.03461,50,5.56684,4.94332,-130.89967,-16.98712,-10.17647,28.2826,-10.85242,88.52825,,7.5675,,,,1000055344,Right,55.07609,-131.99187,14.1413,6.21475,-16.56803,-5.42621,-1.23309,5.33631,-5.08824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
11,2/6/2023,5,2,1000036209,Right,T_A,1000049656,Left,T_B,1,Top,2,1,0,1-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,88.71291,-2.31655,-0.830742,2722.665503,205.579238,12:45,6.11759,1.00045,4.76097,-32.96195,4.24059,1.44874,1.17273,0.33339,81.24619,-8.263376,-0.575603,0.438993,,,,,,,,,,,,-0.94807,3.11831,-0.91847,50,5.85639,1.79401,-128.51311,-6.5526,-1.5811,27.32802,-26.97365,85.86112,,7.46672,,,,1000055344,Right,55.73662,-129.72726,13.66401,6.12089,-5.3542,-13.48682,-0.99973,1.86426,-0.79055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
12,2/6/2023,5,3,1000036209,Right,T_A,1000049656,Left,T_B,1,Top,2,1,1,1-1,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,88.06566,-3.063375,-2.338061,2782.999397,113.673426,9:45,6.10092,1.01082,4.76761,-36.07132,2.09748,-1.72984,0.18538,-1.3513,80.21752,-9.546864,-2.642528,0.444658,,,,,,,,,,,,0.12228,2.33248,-0.77487,50,5.76194,5.27843,-127.31248,-8.2821,0.19812,29.23469,-28.39438,84.76735,,7.84813,,,,1000055344,Right,55.73117,-128.62179,14.61734,6.10438,-7.01042,-14.19719,-1.01107,5.26955,0.09906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
