PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,11/3/2022,1,1,1000097856,Left,T_B,8886045,Right,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.19603,0.077441,4.832652,1787.921365,111.568749,9:45,4.58928,-3.34404,5.3644,-29.20017,8.37855,-18.20757,2.2288,-0.31904,79.74575,-5.294043,1.611503,0.441207,,,,,,,,,,,,10.42627,4.53736,2.92271,50,4.57558,-9.86896,-126.22393,-0.88531,16.87848,24.87027,-24.8288,85.43029,,7.45029,,,,1000103236,Right,55.13545,-127.23177,12.43513,4.59108,0.12084,-12.4144,3.3365,-10.55293,8.43924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,11/3/2022,1,2,1000097856,Left,T_B,8886045,Right,T_A,1,Top,0,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,78.15961,1.217978,6.0407,1758.101789,88.914829,9:00,4.31053,-3.10745,5.51854,-45.67046,1.16008,-19.05103,1.65,0.97403,71.40725,-7.127194,2.670297,0.492534,,,,,,,,,,,,11.26528,0.71457,2.5927,50,4.38655,-11.20313,-112.90602,0.90185,14.54204,20.55176,-31.25164,76.52763,,6.75236,,,,1000103236,Right,54.98197,-113.80925,10.27588,4.31674,2.27533,-15.62582,3.09911,-11.84224,7.27102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,11/3/2022,1,3,1000097856,Left,T_B,8886045,Right,T_A,1,Top,0,1,1,1-1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,90.06224,-0.326784,5.50118,1957.1833,111.190374,9:45,4.67937,-3.3756,5.48344,-26.02332,9.17012,-20.72485,2.20361,0.06017,82.1431,-5.137668,1.831894,0.426975,,,,,,,,,,,,11.94036,5.04693,2.90636,50,4.63302,-11.61151,-130.2457,-1.689,20.54264,26.95859,-23.49111,88.27789,,7.91915,,,,1000103236,Right,55.01667,-131.27996,13.4793,4.68053,-0.78777,-11.74555,3.36695,-12.39962,10.27132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,11/3/2022,1,4,1000097856,Left,T_B,8886045,Right,T_A,1,Top,0,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.54025,1.634257,0.794633,2271.928336,293.395174,3:45,4.70722,-3.42305,5.04476,-51.21369,-4.54268,13.75469,1.98152,-1.52723,72.28175,-7.620732,3.225998,0.491694,,,,,,,,,,,,-6.6354,-2.31768,3.33569,50,4.82176,-2.14032,-114.01125,1.41131,-8.74288,20.75638,-35.22782,76.65832,,6.25849,,,,1000103236,Right,55.457,-115.00043,10.37819,4.71449,3.09016,-17.61391,3.42776,-1.72366,-4.37144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,11/3/2022,1,5,1000097856,Left,T_B,8886045,Right,T_A,1,Top,0,2,2,2-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,80.15107,0.753065,4.528786,2204.428334,296.501205,4:00,4.53018,-3.40174,5.35809,-46.7427,-2.16957,7.05315,1.34344,1.44198,73.81209,-7.717856,5.775121,0.480516,,,,,,,,,,,,-2.29028,-0.8978,2.98873,50,4.56463,-9.47435,-116.0476,-0.10326,-3.12408,21.65819,-33.39869,78.44155,,6.33898,,,,1000103236,Right,55.1422,-117.00336,10.82909,4.53667,1.3706,-16.69935,3.40378,-9.33648,-1.56204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57629,2.79225,1.694106,1.098145,-0.63388,1.05772,-1.65024,0.11938,5.10156,2.26643,74.01171,6.15872,-50.77255,0.15806,71.2826,-3.65505,5.18815,16.81064,-14.46813,2.12776,-55.62405,6.73451,High,High,High,,,High,High,High,v3
6,11/3/2022,2,1,1000097856,Left,T_B,691273,Right,T_A,1,Top,1,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,89.28969,-0.050737,5.24902,1996.065807,109.317546,9:45,4.49984,-3.59368,5.56853,-28.11486,7.48768,-18.16324,2.10934,-0.19027,81.63431,-5.237903,2.026682,0.429449,72.314,13.436614,163.768956,1803.921009,,,,112.24413,48.04965,166.073646,1.2595,10.6215,4.12819,3.15242,50,4.47696,-11.07834,-129.22267,-1.12589,18.01512,26.15472,-25.17219,87.76926,8.63833,7.65537,1.8381,1.94914,0.06888,1000103236,Right,54.93196,-130.21708,13.07736,4.50157,-0.16884,-12.5861,3.58664,-11.76328,9.00756,,1.83811,-99.04762,9.02061,-0.38422,0.75267,-1.31708,1.2538,-0.59123,0.10581,1.94914,24.64542,-24.5027,3.61048,-0.79067,0.38676,-0.2675,0.13769,-0.03076,0.06887,28.83503,-5.71016,-0.08073,-0.45178,0.90648,-0.87548,0.41205,-0.07317,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
7,11/3/2022,2,2,1000097856,Left,T_B,691273,Right,T_A,1,Top,1,0,1,0-1,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,79.31449,1.955033,2.101195,2093.763679,293.015056,3:45,4.4603,-3.43824,5.03099,-48.44526,-2.48799,9.19737,2.26974,-0.68841,72.7191,-6.815305,3.72341,0.48792,,,,,,,,,,,,-3.97,-1.34945,3.22961,50,4.60835,-4.60168,-114.98832,2.16838,-5.31236,21.4357,-33.9798,77.25128,,6.59539,,,,1000103236,Right,55.46897,-116.00335,10.71785,4.46757,3.77739,-16.9899,3.44156,-4.35013,-2.65618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,11/3/2022,2,3,1000097856,Left,T_B,691273,Right,T_A,1,Top,1,0,2,0-2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,80.90198,0.296545,3.500919,1741.39926,70.963343,8:15,4.18638,-3.48612,5.29991,-48.14904,-4.41544,-16.78828,0.45288,-1.59433,74.31076,-8.436027,0.521054,0.475969,,,,,,,,,,,,9.4439,-1.9439,3.18051,50,4.17783,-6.49822,-117.31856,-1.11235,13.1539,22.3237,-34.8816,79.19088,,6.59121,,,,1000103236,Right,55.2023,-118.30433,11.16185,4.19294,0.42794,-17.4408,3.48028,-7.07907,6.57695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
9,11/3/2022,2,4,1000097856,Left,T_B,691273,Right,T_A,1,Top,1,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.38974,0.373308,4.064518,2260.457885,292.184831,3:45,4.70142,-3.32025,5.10821,-50.18924,-3.37402,11.57831,0.87159,1.48048,72.66524,-8.649021,6.103902,0.492453,,,,,,,,,,,,-4.67977,-1.35488,2.92727,50,4.69737,-8.53808,-113.58921,-1.04291,-6.13832,20.03756,-33.95119,76.54017,,5.7245,,,,1000103236,Right,55.39295,-114.53659,10.01878,4.70873,0.56232,-16.9756,3.32409,-8.24785,-3.06916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,11/3/2022,2,5,1000097856,Left,T_B,691273,Right,T_A,1,Top,1,2,2,2-2,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,90.50991,-0.078042,4.86322,2187.341648,103.986635,9:30,4.64072,-3.22774,5.37521,-29.37927,5.65347,-18.07426,2.11902,-0.16367,82.40251,-5.47766,1.664519,0.425999,65.43431,-32.543786,-47.947749,,,,,5.47925,3.36602,-24.162683,0.042269,10.53623,3.17063,2.80476,50,4.61287,-10.33349,-130.9744,-1.28892,18.25985,28.25708,-26.67916,88.48012,2.19017,8.1074,2.70036,2.19017,0.30562,1000103236,Right,55.12554,-132.07558,14.12854,4.64284,-0.24923,-13.33958,3.22132,-11.04508,9.12992,,2.69901,54.38639,,,,,,,,2.19145,-51.81546,,,,,,,,0.30712,-60.29154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
