PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,11/6/2022,1,1,1000187700,Left,T_B,1000187793,Left,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,84.16242,-2.104702,2.190185,2006.376126,147.558946,11:00,6.12923,-1.32228,4.85991,-24.92722,15.97654,-9.3465,2.05752,-0.02714,77.38132,-6.673354,0.544967,0.460313,,,,,,,,,,,,5.18677,8.81544,1.11471,50,5.9009,-4.24768,-121.97987,-5.37752,7.85651,22.79202,-18.82112,81.88439,,6.7811,,,,1000064885,Right,55.63838,-123.02889,11.39601,6.12847,-4.51126,-9.41056,1.31853,-4.60928,3.92826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,11/6/2022,1,2,1000187700,Left,T_B,1000187793,Left,T_A,1,Top,0,0,1,0-1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,74.94999,0.256599,1.788054,1345.915808,107.259465,9:30,5.67724,-1.50638,4.22316,-45.9129,6.81217,-16.74044,2.09701,-1.18861,69.11019,-7.955017,-1.127903,0.522613,94.62157,3.291939,26.634561,1284.505711,,,,71.56488,69.81985,27.466207,0.525639,8.63079,3.63103,1.32905,50,5.65778,-2.69705,-108.6717,-1.19915,10.3688,18.21861,-27.81183,72.12308,3.08741,5.8398,3.1552,2.45877,0.85377,1000064885,Right,56.27782,-109.71911,9.1093,5.68076,0.3998,-13.90592,1.50124,-3.29317,5.1844,,3.16757,123.53153,-16.69952,,,,,,,2.47883,7.45674,-23.22638,,,,,,,0.84926,62.2275,-1.97888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
3,11/6/2022,2,1,1000187700,Left,T_B,691273,Right,T_A,1,Top,0,0,0,0-0,Fastball,Changeup,BallinDirt,Undefined,Undefined,,Undefined,0,0,81.48051,-5.734633,5.533443,1915.719925,135.662101,10:30,6.36478,-1.2076,5.11204,-29.15691,14.59564,-12.92824,-1.51101,2.94434,75.62675,-10.988256,3.257705,0.476073,,,,,,,,,,,,8.03524,9.14249,0.69598,50,5.79787,-10.85677,-117.2829,-12.82587,11.28073,20.53529,-19.33886,79.17371,,5.85376,,,,1000064885,Right,55.39083,-118.22302,10.26764,6.36478,-11.94052,-9.66943,1.20484,-11.37321,5.64037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,11/6/2022,2,2,1000187700,Left,T_B,691273,Right,T_A,1,Top,0,1,0,1-0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,81.55385,-2.066567,3.494215,1783.376438,140.407234,10:45,6.12856,-1.66729,4.64631,-27.13679,17.07714,-12.91717,1.89895,0.58068,74.61576,-7.029127,1.233018,0.478576,86.95452,37.057826,5.739262,3347.391192,108.57013,73.14482,17.6784,321.19616,319.85155,14.587102,5.164522,7.34772,9.36201,1.32217,50,5.89278,-6.64144,-117.98707,-5.231,10.35773,22.44622,-18.97687,78.75957,91.65653,6.93809,2.45652,2.13185,-0.58185,1000064885,Right,55.85289,-119.09534,11.22311,6.12792,-4.29403,-9.48844,1.66271,-7.15285,5.17886,206.034134,2.46099,101.16747,-20.41059,4.7407,-0.57034,-0.06389,0.03714,-0.00531,0.00026,2.12744,76.93746,-18.36621,0.99908,-0.15471,0.02378,0.00312,-0.00143,0.00011,-0.58279,10.19982,4.56803,-1.69436,0.36978,-0.03791,-0.00185,0.00078,-5.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
5,11/6/2022,3,1,1000187700,Left,T_B,1000073511,Right,T_A,1,Top,1,0,0,0-0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,,Out,1,1,75.87578,0.875543,2.763906,1668.220161,153.568063,11:00,5.72032,-1.68921,4.70272,-35.47789,15.88477,-7.00012,3.59596,0.35308,68.66653,-5.638575,1.537326,0.515816,92.66138,44.256543,-33.267068,4519.391779,,,,,300.8942,,,4.30107,8.0167,1.41578,50,5.77832,-5.01278,-109.76153,0.49713,5.19404,21.26014,-22.49295,73.07337,110.06173,7.20925,3.01004,3.78399,-0.32152,1000064885,Right,55.79412,-110.87813,10.63007,5.72119,1.67848,-11.24647,1.68622,-5.28558,2.59702,169.217792,3.01001,81.38832,-21.65922,6.34861,-1.12454,-0.19414,0.2634,-0.09572,0.0131,3.78401,94.84097,-21.66222,1.43759,-0.33499,0.33298,-0.22234,0.07409,-0.0099,-0.32152,-53.39344,10.45786,-2.22098,0.36684,-0.04089,-0.00047,0.00141,-0.00021,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
6,11/6/2022,4,1,1000187700,Left,T_B,1000058463,Right,T_A,1,Top,2,0,0,0-0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,65.09497,4.296978,2.030632,1751.470796,346.568138,5:30,5.74151,-1.61216,4.55119,-87.54414,-15.86619,4.46559,2.54665,0.69371,58.532,-11.401789,2.812415,0.609346,,,,,,,,,,,,-1.41126,-8.36953,1.39651,50,6.10684,-3.49412,-93.87395,4.23057,-1.22189,18.14451,-39.42051,61.85717,,6.56297,,,,1000064885,Right,55.94965,-95.01698,9.07226,5.76211,6.71389,-19.71026,1.6142,-3.41715,-0.61094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,11/6/2022,4,2,1000187700,Left,T_B,1000058463,Right,T_A,1,Top,2,0,1,0-1,Fastball,Changeup,InPlay,Undefined,LineDrive,GroundBall,Single,0,0,83.86189,-0.792603,2.409432,1850.127538,130.169852,10:15,6.12032,-1.34396,4.90931,-28.66474,12.58548,-13.34453,2.98137,-0.17622,76.72523,-6.045025,0.058658,0.462258,106.77533,0.572832,-7.778141,1718.47759,,,,58.89906,56.95405,-8.138947,0.37957,7.30725,6.81918,1.12039,50,6.01927,-4.53166,-121.57598,-2.7222,10.94089,23.75007,-21.96394,81.53982,3.18181,7.13666,2.23092,3.15963,-0.13184,1000064885,Right,55.59018,-122.66317,11.87504,6.12086,-1.71678,-10.98197,1.3393,-5.03249,5.47044,20.298291,2.23563,154.9898,-19.18363,,,,,,,3.16879,1.24375,-25.33198,,,,,,,-0.13022,-21.25037,-0.99881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
8,11/6/2022,5,1,1000187700,Left,T_B,1000187798,Right,T_A,1,Top,2,0,0,0-0,Curveball,Curveball,HitByPitch,Undefined,Undefined,GroundBall,Undefined,0,0,65.31251,1.441721,3.22502,2120.185085,309.682661,4:15,5.84005,-1.69282,4.48195,-80.67296,-9.92953,15.07013,0.49387,2.64002,59.7625,-12.898375,5.860089,0.605361,18.94993,15.162251,56.530755,2938.966562,,,,12.86555,12.86555,41.85617,0.512283,-6.38638,-5.02488,1.33753,50,5.91358,-5.84131,-94.39939,-0.14718,-5.62248,17.63131,-36.59787,62.2644,1.32817,5.55,,,,1000064885,Right,56.02122,-95.51738,8.81566,5.84933,2.17345,-18.29893,1.69662,-5.4848,-2.81124,179.762629,2.17618,14.79408,-0.81333,0.35195,-0.096,0.01116,-0.00841,0.0133,-0.00272,0.51863,7.2694,-16.42796,0.56633,-0.13056,0.03492,-0.00275,0.03978,-0.02292,-2.62344,22.3775,-1.2305,0.58129,-0.1659,0.02338,-0.01676,0.02497,-0.00467,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
9,11/6/2022,6,1,1000187700,Left,T_B,1000066765,Right,T_A,1,Top,2,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,82.7735,-1.816744,2.245582,1892.694984,138.551922,10:30,6.28219,-1.07686,4.78623,-27.82942,14.43568,-11.62544,2.23929,0.08377,76.3635,-6.886565,0.201553,0.46791,,,,,,,,,,,,6.31587,7.94937,0.86333,50,6.07678,-4.19768,-120.02709,-4.81957,9.28974,21.43486,-20.48166,80.55489,,6.41,,,,1000064885,Right,55.71326,-121.04308,10.71743,6.28222,-3.84876,-10.24083,1.07273,-4.63801,4.64487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,11/6/2022,6,2,1000187700,Left,T_B,1000066765,Right,T_A,1,Top,2,0,1,0-1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,74.88685,0.382076,2.808931,1648.885779,146.107265,10:45,5.82383,-1.75634,4.51792,-36.95585,15.42485,-9.26457,3.10853,0.14916,68.73959,-6.327257,1.190499,0.520903,,,,,,,,,,,,5.25929,7.8891,1.47191,50,5.82943,-4.94013,-108.47277,-0.54316,6.2944,18.17677,-22.73226,72.35976,,6.14727,,,,1000064885,Right,55.9796,-109.47018,9.08838,5.82501,0.70423,-11.36613,1.75246,-5.28552,3.1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
