PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,11/1/2022,1,1,1000064685,Right,T_B,691273,Right,T_A,1,Top,0,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.90435,-0.443414,-2.365114,2272.901131,217.913887,1:15,5.35354,2.79737,6.11552,-24.33887,9.803,6.83209,2.91497,1.17872,82.52312,-4.996766,-1.134738,0.420548,,,,,,,,,,,,-4.14831,5.50229,-2.61944,50,5.30677,5.11157,-130.61447,-1.79959,-7.19602,26.44239,-22.62931,89.62704,,7.38123,,,,1000103236,Right,54.38309,-131.49881,13.22119,5.3543,-1.04277,-11.31466,-2.79441,5.35224,-3.59801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,11/1/2022,1,2,1000064685,Right,T_B,691273,Right,T_A,1,Top,0,1,0,1-0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,89.87203,-1.77446,-4.280114,2270.669296,229.617126,1:45,5.34973,2.71426,6.19093,-26.59277,7.58343,7.7076,1.49027,-0.60249,82.76427,-6.716284,-2.89375,0.420759,,,,,,,,,,,,-5.17902,4.6915,-2.39528,50,5.20202,9.45374,-130.33485,-4.91022,-8.94993,26.2022,-24.06658,89.58202,,7.10775,,,,1000103236,Right,54.31037,-131.19853,13.1011,5.3508,-4.11693,-12.03329,-2.71176,9.74876,-4.47497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
3,11/1/2022,1,3,1000064685,Right,T_B,691273,Right,T_A,1,Top,0,1,1,1-1,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,79.76738,1.104535,-1.709377,2587.321606,91.166923,9:00,5.41479,2.6023,4.99127,-43.69243,1.53508,-9.96835,2.81726,0.15713,73.52904,-6.803524,-3.46765,0.484031,,,,,,,,,,,,4.48445,0.88173,-2.42922,50,5.48559,3.87187,-115.75873,0.64558,6.11491,20.61235,-30.97176,77.87201,,6.23834,,,,1000103236,Right,55.50852,-116.73548,10.30618,5.42023,2.11322,-15.48588,-2.60583,3.58211,3.05745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,11/1/2022,1,4,1000064685,Right,T_B,691273,Right,T_A,1,Top,0,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,82.63143,-0.944784,-4.902753,2643.177959,82.055247,8:45,5.39086,2.66148,5.30761,-42.49762,-0.24567,-11.20501,0.9592,-2.88565,76.0523,-8.617086,-6.879321,0.467837,,,,,,,,,,,,4.22382,0.51547,-2.207,50,5.27384,10.7108,-119.50782,-3.50089,6.08109,23.9972,-31.4319,80.56739,,6.57913,,,,1000103236,Right,55.19258,-120.54598,11.9986,5.39588,-2.14109,-15.71595,-2.66468,10.44772,3.04054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,11/1/2022,1,5,1000064685,Right,T_B,691273,Right,T_A,1,Top,0,2,2,2-2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,90.16468,-1.447004,-3.796078,2373.722693,213.01756,1:00,5.45539,2.82465,6.10643,-22.91564,11.27961,6.625,2.20442,-0.13879,82.49581,-5.741046,-2.605787,0.420876,57.7123,-42.978845,-30.913994,,,,,5.51404,3.99371,-12.752076,0.040614,-4.51634,6.55611,-2.53625,50,5.33191,8.40907,-130.75754,-4.03872,-7.81391,27.74279,-20.83102,89.55709,2.35558,7.66887,3.20923,2.35558,0.08159,1000103236,Right,54.39355,-131.68642,13.87139,5.45546,-3.34126,-10.41551,-2.82218,8.67069,-3.90696,,3.20745,53.40089,,,,,,,,2.35751,-57.99977,,,,,,,,0.08266,-31.97749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
6,11/1/2022,2,1,1000064685,Right,T_B,1000187798,Right,T_A,1,Top,1,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.63665,1.496664,1.106575,2367.400689,92.321677,9:00,5.3403,2.67586,4.83871,-45.02361,1.99276,-12.70583,3.00606,2.66495,72.0082,-6.657655,-1.130642,0.49351,,,,,,,,,,,,6.64807,0.90906,-2.77357,50,5.44955,-1.68303,-114.06738,1.35813,8.75238,21.13083,-30.97724,76.37623,,6.62845,,,,1000103236,Right,55.66241,-115.11155,10.56542,5.34462,2.88886,-15.48862,-2.67972,-2.11553,4.37619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,11/1/2022,2,2,1000064685,Right,T_B,1000187798,Right,T_A,1,Top,1,1,0,1-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,78.60069,-0.072926,-2.185209,2440.630235,95.331912,9:15,5.40809,2.73242,5.57044,-43.58695,2.33162,-9.41079,1.70768,-0.09399,72.18238,-8.043918,-3.863578,0.487714,,,,,,,,,,,,4.14567,1.62677,-2.53771,50,5.37319,4.71351,-114.0649,-1.57298,5.44205,21.69026,-30.03858,77.28385,,6.41831,,,,1000103236,Right,54.92895,-114.99835,10.84513,5.41307,-0.28025,-15.01929,-2.73552,4.4793,2.72103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,11/1/2022,2,3,1000064685,Right,T_B,1000187798,Right,T_A,1,Top,1,1,1,1-1,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,90.45434,-1.576205,-4.149356,2390.931261,242.389586,2:00,5.36931,2.6253,6.52984,-27.63383,5.90059,9.20894,1.6164,-0.42037,82.68941,-6.75236,-2.481304,0.41679,59.47101,-27.393219,15.340512,,,,,4.26244,1.60434,16.613687,0.0378,-6.03107,3.87544,-2.34047,50,5.24777,9.15731,-131.16949,-4.47801,-10.47341,28.58928,-25.44403,90.43516,1.52163,7.76493,1.25274,1.52163,0.44187,1000103236,Right,53.96943,-132.03182,14.29464,5.37126,-3.71055,-12.72201,-2.62144,9.47322,-5.23671,,1.25135,74.91366,,,,,,,,1.52238,-40.25455,,,,,,,,0.44149,20.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
9,11/1/2022,3,1,1000064685,Right,T_B,1000110361,Right,T_A,1,Top,2,0,0,0-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,78.86523,0.450355,-2.676464,2310.281389,74.188413,8:30,5.39273,2.61509,5.70789,-46.52184,-1.23811,-9.25662,1.93598,-0.65175,72.62537,-8.054172,-4.330207,0.484331,,,,,,,,,,,,3.95059,-0.31398,-2.38499,50,5.40171,5.70469,-114.46958,-0.62347,5.2371,21.30746,-32.59025,77.82369,,6.23986,,,,1000103236,Right,54.79196,-115.35811,10.65373,5.39937,0.73556,-16.29513,-2.61833,5.48629,2.61855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
10,11/1/2022,3,2,1000064685,Right,T_B,1000110361,Right,T_A,1,Top,2,0,1,0-1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,80.07141,-0.719967,-5.30507,2493.774871,63.029771,8:00,5.43984,2.60564,4.85844,-48.41463,-2.60047,-7.93776,0.72086,-3.09159,73.75405,-9.371945,-6.693212,0.48716,,,,,,,,,,,,2.3765,-0.62201,-2.07412,50,5.3274,11.07625,-115.65045,-3.26904,3.20691,22.30087,-33.01339,77.37184,,6.31736,,,,1000103236,Right,55.64091,-116.73312,11.15043,5.4472,-1.6663,-16.50669,-2.60807,10.92056,1.60345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
