PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
1,1/31/2023,1,1,1000036180,Right,T_B,1000187793,Left,T_A,1,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,94.88511,-2.112819,-3.229851,2363.490708,210.570354,1:00,5.33907,2.22515,6.67387,-10.88961,19.41336,10.8726,2.49477,0.17328,86.28567,-4.26642,-1.253876,0.396199,,,,,,,,,,,,-6.62079,11.11068,-2.01243,50,5.19235,7.31855,-137.67684,-5.30188,-12.65546,31.74294,-10.93632,95.13502,,8.59944,,,,1000070079,Right,53.82354,-138.5556,15.87147,5.33493,-4.99913,-5.46816,-2.21988,7.6689,-6.32773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
2,1/31/2023,1,2,1000036180,Right,T_B,1000187793,Left,T_A,1,Top,0,0,1,0-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,94.43859,-2.557455,-3.904584,2350.923679,222.301577,1:30,5.28718,2.47747,6.67555,-15.91284,14.85906,12.55249,1.61453,-0.05396,85.64663,-5.626564,-1.624689,0.399253,80.85114,58.314066,-57.832723,4718.723155,,,,,56.59115,,,-7.82654,8.93587,-2.22057,50,5.10907,8.84083,-136.87131,-6.54789,-14.71133,32.78477,-15.37757,94.40729,78.14698,8.79196,2.03714,1.67545,0.03622,1000070079,Right,53.8233,-137.78406,16.39239,5.2854,-6.11977,-7.68878,-2.47241,9.2504,-7.35566,,2.03714,33.16085,-15.62479,4.74308,-1.27141,0.34196,-0.08839,0.01874,-0.00224,1.67545,100.90573,-32.32421,4.91098,-1.10863,0.25308,-0.05945,0.01182,-0.00137,0.03622,-52.7253,6.61161,-1.67482,0.39524,-0.09937,0.02453,-0.00507,0.0006,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
3,1/31/2023,1,3,1000036180,Right,T_B,1000187793,Left,T_A,1,Top,0,0,2,0-2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,96.26876,-0.701909,-3.824027,2346.828131,216.852846,1:15,5.49802,2.42339,6.19801,-11.22949,19.20107,13.53355,3.91279,0.01582,86.13009,-2.930288,-1.388861,0.397033,,,,,,,,,,,,-8.18867,10.43485,-2.14152,50,5.43914,8.69037,-139.35702,-1.95765,-15.79982,36.81844,-12.04027,94.93532,,10.13867,,,,1000070079,Right,54.29664,-140.48761,18.40922,5.49358,-1.58793,-6.02013,-2.41582,9.17554,-7.89991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
4,1/31/2023,2,1,1000036180,Right,T_B,1000058463,Right,T_A,1,Top,1,0,0,0-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,88.02329,-2.041823,-5.894508,1843.481902,255.553145,2:30,5.23074,2.39243,6.43261,-29.52691,6.59237,20.44804,0.88286,-1.34009,79.52153,-7.583029,-2.208624,0.432555,,,,,,,,,,,,-12.5393,4.48839,-1.98032,50,5.07161,12.32229,-127.15098,-5.46361,-20.2352,29.54466,-24.93093,87.13913,,8.50176,,,,1000070079,Right,54.06611,-128.09229,14.77233,5.23303,-4.66929,-12.46547,-2.38319,12.967,-10.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
5,1/31/2023,2,2,1000036180,Right,T_B,1000058463,Right,T_A,1,Top,1,1,0,1-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,82.91884,1.339919,-2.300995,2509.248255,77.735796,8:30,5.22341,2.55158,5.60163,-42.21833,-0.2035,-8.16119,2.95733,-0.27777,74.46182,-6.445435,-3.755765,0.466523,,,,,,,,,,,,3.29921,-0.04488,-2.34926,50,5.31151,5.16841,-120.02701,1.33234,4.7055,28.0655,-32.23808,80.79443,,8.45702,,,,1000070079,Right,54.89346,-121.16583,14.03275,5.23091,2.64047,-16.11904,-2.5551,4.97747,2.35275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
6,1/31/2023,2,3,1000036180,Right,T_B,1000058463,Right,T_A,1,Top,1,1,1,1-1,Slider,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,83.17486,0.760202,-2.245406,2516.334309,87.234105,9:00,5.42353,2.45301,5.46705,-41.04223,1.09185,-11.07886,2.71541,-0.57278,74.4775,-6.799483,-4.215696,0.467184,,,,,,,,,,,,4.61166,0.95953,-2.24863,50,5.46413,5.22231,-120.2713,0.1042,6.58684,28.73564,-30.80353,80.68004,,8.69736,,,,1000070079,Right,55.02243,-121.46535,14.36782,5.4332,1.38417,-15.40177,-2.45995,4.94861,3.29342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
7,1/31/2023,2,4,1000036180,Right,T_B,1000058463,Right,T_A,1,Top,1,1,2,1-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,95.7114,2.063667,-2.987961,2259.240079,212.864967,1:00,5.57835,2.39653,6.1509,-11.99453,18.64788,11.36036,6.48898,0.57996,86.03664,-0.291609,-0.943439,0.398413,,,,,,,,,,,,-6.64422,9.18217,-2.17384,50,5.7286,6.6916,-138.60714,4.73292,-12.77815,34.282,-14.51488,94.60655,,9.67476,,,,1000070079,Right,54.34128,-139.67675,17.141,5.57387,5.18578,-7.25744,-2.38885,7.09029,-6.38908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
8,1/31/2023,2,5,1000036180,Right,T_B,1000058463,Right,T_A,1,Top,1,2,2,2-2,Curveball,Curveball,InPlay,Undefined,LineDrive,LineDrive,HomeRun,0,1,77.69187,2.283919,-0.836706,2262.938061,42.111404,7:30,5.5199,2.27681,4.89569,-64.15153,-15.20261,-15.33442,2.3356,0.20747,70.33016,-9.270763,-3.542492,0.50355,106.65411,19.571352,-31.886056,1869.69129,90.49009,35.30513,-62.54189,364.44597,350.76726,-42.360286,3.771426,7.33567,-7.88615,-2.18103,50,5.68893,2.27365,-112.52121,2.12703,9.21204,24.31843,-42.07736,74.85335,47.72231,7.3617,2.32751,2.57447,-0.23975,1000070079,Right,55.60674,-113.7265,12.15922,5.53183,4.2125,-21.03868,-2.2824,1.81708,4.60602,129.59379,2.3279,125.13826,-27.85717,6.75471,-1.50802,0.30575,-0.05317,0.00598,-0.00027,2.57413,52.408,-16.21994,0.59574,-0.00752,0.00057,-0.00374,0.00174,-0.00021,-0.23931,-77.86538,3.3878,0.53083,-0.33194,0.10436,-0.02405,0.00351,-0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
9,1/31/2023,3,1,1000036180,Right,T_B,1000055244,Left,T_A,1,Top,1,0,0,0-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,94.73079,-1.534604,-3.257478,2422.636115,205.356519,12:45,5.40489,2.45416,6.76738,-11.04646,19.94548,8.86174,3.08034,0.21469,84.18362,-3.768534,-1.644427,0.400679,75.53559,55.842255,-139.902949,4794.002685,,,,,48.5129,,,-5.85363,11.43323,-2.24413,50,5.29979,7.44431,-137.22258,-3.8726,-10.8348,38.63836,-11.0116,94.07153,58.38343,10.54717,1.2801,3.13559,-0.22698,1000070079,Right,53.72748,-138.26816,19.31918,5.40055,-3.57462,-5.5058,-2.44955,7.73751,-5.4174,20.131138,1.2801,-47.58305,-2.09403,1.53223,0.52353,-2.8057,4.3962,-3.30377,0.97493,3.13559,91.67341,-33.75608,4.84068,0.46064,-4.25429,6.61519,-4.90144,1.42776,-0.22698,-40.06424,6.20762,0.19391,0.24905,-1.32408,2.15825,-1.66141,0.49989,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
10,1/31/2023,3,2,1000036180,Right,T_B,1000055244,Left,T_A,1,Top,1,0,1,0-1,ChangeUp,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,87.68177,-1.575666,-3.957476,1993.049164,232.546487,1:45,5.24436,2.39665,6.45382,-20.90033,15.6693,18.55143,2.05131,0.30117,78.21632,-5.60731,-0.601003,0.435243,,,,,,,,,,,,-10.98158,9.13343,-2.12336,50,5.12322,8.02275,-126.86873,-4.04607,-17.44079,32.13929,-17.66849,86.60093,,9.46545,,,,1000070079,Right,54.0408,-127.88828,16.06964,5.24268,-3.48557,-8.83425,-2.38664,8.57602,-8.72039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
